BENCH: resnet50
TOP: 1
Layer, Droplet time(s), Droplet std(s), Droplet trials, Droplet Tuning(min), Meta-{top} time(s), Meta-{top} std(s), trials-{top}, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-{top}, speedup-10k
2, 0.00005315, 0.00000079, 100, 0.20, 0.00006608, 0.00000012, 45, 0.00006608, 0.00000012, 45, 1.24, 1.24
3, 0.00005917, 0.00000083, 77, 0.12, 0.00006950, 0.00000013, 2, 0.00006950, 0.00000013, 2, 1.17, 1.17
4, 0.00005788, 0.00000016, 71, 0.14, 0.00006234, 0.00000007, 30, 0.00006234, 0.00000007, 30, 1.08, 1.08
5, 0.00006557, 0.00000036, 77, 0.29, 0.00006901, 0.00000020, 7, 0.00006901, 0.00000020, 7, 1.05, 1.05
6, 0.00007065, 0.00000395, 71, 0.16, 0.00009984, 0.00000027, 44, 0.00009984, 0.00000027, 44, 1.41, 1.41
7, 0.00005424, 0.00000005, 37, 0.07, 0.00005424, 0.00000005, 19, 0.00005424, 0.00000005, 19, 1.00, 1.00
8, 0.00005825, 0.00000035, 80, 0.13, 0.00006184, 0.00000020, 9, 0.00004512, 0.00000008, 63, 1.06, 0.77
9, 0.00004693, 0.00000083, 78, 0.16, 0.00005497, 0.00000013, 4, 0.00005497, 0.00000013, 4, 1.17, 1.17
10, 0.00004181, 0.00000029, 82, 0.16, 0.00004367, 0.00000009, 19, 0.00004367, 0.00000009, 19, 1.04, 1.04
11, 0.00004146, 0.00000022, 79, 0.19, 0.00004234, 0.00000025, 7, 0.00004234, 0.00000025, 7, 1.02, 1.02
12, 0.00004498, 0.00000043, 100, 0.26, 0.00005193, 0.00000006, 26, 0.00005193, 0.00000006, 26, 1.15, 1.15
13, 0.00004370, 0.00000059, 71, 0.16, 0.00005229, 0.00000013, 14, 0.00005229, 0.00000013, 14, 1.20, 1.20
14, 0.00004293, 0.00000028, 100, 0.19, 0.00006066, 0.00000008, 12, 0.00003581, 0.00000007, 57, 1.41, 0.83
15, 0.00003673, 0.00000004, 33, 0.05, 0.00003673, 0.00000004, 18, 0.00003673, 0.00000004, 18, 1.00, 1.00
16, 0.00002041, 0.00000031, 80, 0.34, 0.00002922, 0.00000004, 39, 0.00002004, 0.00000002, 91, 1.43, 0.98
17, 0.00026903, 0.00000120, 100, 0.30, 0.00030090, 0.00000077, 40, 0.00020070, 0.00000053, 67, 1.12, 0.75
18, 0.00026143, 0.00000075, 40, 0.09, 0.00026143, 0.00000075, 44, 0.00021088, 0.00000053, 121, 1.00, 0.81
19, 0.00023294, 0.00000125, 100, 0.31, 0.00026012, 0.00000049, 16, 0.00018769, 0.00000003, 65, 1.12, 0.81
20, 0.00020545, 0.00000157, 72, 0.13, 0.00022002, 0.00000008, 45, 0.00018199, 0.00000030, 70, 1.07, 0.89
21, 0.00021823, 0.00000106, 83, 0.23, 0.00025662, 0.00000015, 50, 0.00018099, 0.00000012, 100, 1.18, 0.83
22, 0.00019826, 0.00000032, 84, 0.16, 0.00021146, 0.00000023, 42, 0.00021146, 0.00000023, 42, 1.07, 1.07
23, 0.00022116, 0.00000084, 72, 0.26, 0.00024371, 0.00000029, 24, 0.00016716, 0.00000016, 72, 1.10, 0.76
24, 0.00019678, 0.00000093, 100, 0.17, 0.00021257, 0.00000031, 4, 0.00019329, 0.00000022, 52, 1.08, 0.98
25, 0.00017419, 0.00000019, 81, 0.40, 0.00018755, 0.00000045, 39, 0.00018755, 0.00000045, 39, 1.08, 1.08
26, 0.00016691, 0.00000202, 71, 0.34, 0.00017675, 0.00000026, 36, 0.00017675, 0.00000026, 36, 1.06, 1.06
27, 0.00016827, 0.00000279, 100, 0.25, 0.00022033, 0.00000036, 28, 0.00020058, 0.00000040, 61, 1.31, 1.19
28, 0.00016139, 0.00000137, 100, 0.35, 0.00017983, 0.00000016, 23, 0.00017983, 0.00000016, 23, 1.11, 1.11
29, 0.00021011, 0.00000052, 100, 0.22, 0.00023446, 0.00000025, 28, 0.00013186, 0.00000151, 91, 1.12, 0.63
30, 0.00014745, 0.00000024, 37, 0.07, 0.00014745, 0.00000024, 38, 0.00014745, 0.00000024, 38, 1.00, 1.00
31, 0.00013178, 0.00000153, 73, 0.32, 0.00014106, 0.00000017, 43, 0.00014106, 0.00000017, 43, 1.07, 1.07
32, 0.00012226, 0.00000020, 76, 0.33, 0.00013308, 0.00000039, 41, 0.00013308, 0.00000039, 41, 1.09, 1.09
33, 0.00013558, 0.00000140, 81, 0.21, 0.00014332, 0.00000079, 9, 0.00012783, 0.00000013, 55, 1.06, 0.94
34, 0.00009914, 0.00000116, 100, 0.17, 0.00010523, 0.00000013, 37, 0.00010523, 0.00000013, 37, 1.06, 1.06
35, 0.00011764, 0.00000267, 82, 0.28, 0.00012425, 0.00000006, 7, 0.00010703, 0.00000013, 56, 1.06, 0.91
36, 0.00009146, 0.00000200, 91, 0.50, 0.00009871, 0.00000001, 44, 0.00009777, 0.00000015, 54, 1.08, 1.07
37, 0.00007994, 0.00000132, 93, 0.34, 0.00009922, 0.00000009, 37, 0.00009922, 0.00000009, 37, 1.24, 1.24
38, 0.00009303, 0.00000109, 80, 0.30, 0.00015256, 0.00000027, 46, 0.00013251, 0.00000023, 52, 1.64, 1.42
39, 0.00006530, 0.00000008, 39, 0.10, 0.00006530, 0.00000008, 41, 0.00006530, 0.00000008, 41, 1.00, 1.00
40, 0.00007090, 0.00000071, 90, 0.25, 0.00007457, 0.00000001, 39, 0.00006669, 0.00000005, 63, 1.05, 0.94
41, 0.00010246, 0.00000163, 72, 0.23, 0.00010838, 0.00000006, 29, 0.00006471, 0.00000010, 487, 1.06, 0.63
42, 0.00050115, 0.00000166, 99, 0.30, 0.00054614, 0.00000033, 9, 0.00041251, 0.00000064, 119, 1.09, 0.82
43, 0.00039425, 0.00000225, 97, 0.63, 0.00043363, 0.00000046, 23, 0.00038835, 0.00000090, 114, 1.10, 0.99
44, 0.00038652, 0.00000183, 77, 0.40, 0.00041863, 0.00000090, 28, 0.00032907, 0.00000029, 79, 1.08, 0.85
45, 0.00035752, 0.00000151, 100, 0.31, 0.00040167, 0.00000076, 44, 0.00032792, 0.00000058, 119, 1.12, 0.92
46, 0.00036495, 0.00000081, 37, 0.06, 0.00036495, 0.00000081, 18, 0.00030515, 0.00000134, 81, 1.00, 0.84
47, 0.00035395, 0.00000082, 82, 0.25, 0.00037688, 0.00000042, 3, 0.00030736, 0.00000025, 125, 1.06, 0.87
48, 0.00028208, 0.00000177, 82, 0.37, 0.00029474, 0.00000024, 9, 0.00025510, 0.00000032, 113, 1.04, 0.90
49, 0.00025196, 0.00000151, 100, 0.23, 0.00026653, 0.00000009, 1, 0.00022679, 0.00000118, 78, 1.06, 0.90
50, 0.00025982, 0.00000330, 79, 0.23, 0.00029078, 0.00000041, 32, 0.00018708, 0.00000014, 66, 1.12, 0.72
51, 0.00015253, 0.00000032, 100, 0.26, 0.00020296, 0.00000025, 44, 0.00020296, 0.00000025, 44, 1.33, 1.33
52, 0.00014057, 0.00000118, 77, 0.36, 0.00014845, 0.00000031, 21, 0.00014845, 0.00000031, 21, 1.06, 1.06
53, 0.00016347, 0.00000281, 87, 0.31, 0.00016713, 0.00000029, 6, 0.00016713, 0.00000029, 6, 1.02, 1.02
54, 0.00028540, 0.00000065, 100, 0.45, 0.00030674, 0.00000057, 42, 0.00021586, 0.00000018, 672, 1.07, 0.76
55, 0.00066566, 0.00000863, 66, 0.36, 0.00070186, 0.00000148, 9, 0.00062755, 0.00000104, 131, 1.05, 0.94
56, 0.00063970, 0.00000701, 95, 0.43, 0.00078581, 0.00000102, 25, 0.00048401, 0.00000018, 115, 1.23, 0.76
57, 0.00065703, 0.00001261, 73, 0.43, 0.00076021, 0.00000043, 50, 0.00038372, 0.00000831, 75, 1.16, 0.58
58, 0.00058624, 0.00001014, 77, 0.21, 0.00062252, 0.00000052, 34, 0.00030663, 0.00000027, 90, 1.06, 0.52
59, 0.00023931, 0.00000208, 93, 0.58, 0.00025288, 0.00000077, 12, 0.00023387, 0.00000107, 65, 1.06, 0.98
60, 0.00000608, 0.00000002, 11, 0.03, 0.00000608, 0.00000002, 1, 0.00000608, 0.00000002, 1, 1.00, 1.00
61, 0.00000683, 0.00000002, 10, 0.02, 0.00000683, 0.00000002, 1, 0.00000683, 0.00000002, 1, 1.00, 1.00
62, 0.00103787, 0.00002337, 100, 0.32, 0.00115843, 0.00000011, 13, 0.00086318, 0.00000222, 289, 1.12, 0.83
63, 0.00001676, 0.00000055, 27, 0.09, 0.00001704, 0.00000001, 39, 0.00001666, 0.00000002, 51, 1.02, 0.99
64, 0.00001963, 0.00000006, 10, 0.03, 0.00001963, 0.00000006, 1, 0.00001963, 0.00000006, 1, 1.00, 1.00
65, 0.00085736, 0.00000797, 95, 0.67, 0.00091797, 0.00000074, 3, 0.00068912, 0.00000086, 201, 1.07, 0.80
66, 0.00144112, 0.00000507, 100, 0.31, 0.00148089, 0.00000052, 37, 0.00084733, 0.00000075, 915, 1.03, 0.59
67, 0.00096911, 0.00001734, 91, 0.70, 0.00122795, 0.00000075, 5, 0.00080286, 0.00000057, 221, 1.27, 0.83
68, 0.00003370, 0.00000087, 14, 0.04, 0.00011340, 0.00000009, 1, 0.00011340, 0.00000009, 1, 3.37, 3.37
69, 0.00000584, 0.00000000, 38, 0.07, 0.00000584, 0.00000000, 16, 0.00000584, 0.00000000, 16, 1.00, 1.00
70, 0.00133914, 0.00001081, 86, 0.35, 0.00143118, 0.00000023, 8, 0.00084948, 0.00000097, 99, 1.07, 0.63
71, 0.00001652, 0.00000060, 14, 0.04, 0.00005735, 0.00000008, 1, 0.00005735, 0.00000008, 1, 3.47, 3.47
72, 0.00000473, 0.00000001, 41, 0.06, 0.00000473, 0.00000001, 40, 0.00000473, 0.00000001, 40, 1.00, 1.00
73, 0.00087341, 0.00000653, 72, 0.27, 0.00093055, 0.00000042, 21, 0.00077954, 0.00000051, 230, 1.07, 0.89
74, 0.00000752, 0.00000009, 14, 0.04, 0.00002876, 0.00000012, 1, 0.00002876, 0.00000012, 1, 3.82, 3.82
75, 0.00000393, 0.00000001, 33, 0.05, 0.00000393, 0.00000001, 23, 0.00000393, 0.00000001, 23, 1.00, 1.00
76, 0.00000204, 0.00000006, 72, 0.11, 0.00000365, 0.00000001, 27, 0.00000351, 0.00000000, 58, 1.79, 1.72
77, 0.00000023, 0.00000002, 14, 0.04, 0.00000656, 0.00000001, 1, 0.00000656, 0.00000001, 1, 28.89, 28.89
78, 0.00001243, 0.00000002, 1, 0.07, 0.00001243, 0.00000002, 50, 0.00001243, 0.00000002, 50, 1.00, 1.00
79, 0.00000739, 0.00000001, 37, 0.05, 0.00000739, 0.00000001, 50, 0.00000732, 0.00000000, 57, 1.00, 0.99
TOP: 100
Layer, Droplet time(s), Droplet std(s), Droplet trials, Droplet Tuning(min), Meta-{top} time(s), Meta-{top} std(s), trials-{top}, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-{top}, speedup-10k
0, 0.00007500, 0.00000015, 93, 0.49, 0.00011457, 0.00000005, 39, 0.00011457, 0.00000005, 39, 1.53, 1.53
1, 0.00006017, 0.00000017, 100, 0.18, 0.00007825, 0.00000018, 24, 0.00007825, 0.00000018, 24, 1.30, 1.30
2, 0.00005499, 0.00000006, 100, 0.20, 0.00006608, 0.00000012, 45, 0.00006608, 0.00000012, 45, 1.20, 1.20
3, 0.00005810, 0.00000019, 100, 0.18, 0.00006950, 0.00000013, 2, 0.00006950, 0.00000013, 2, 1.20, 1.20
4, 0.00005826, 0.00000008, 72, 0.12, 0.00006234, 0.00000007, 30, 0.00006234, 0.00000007, 30, 1.07, 1.07
5, 0.00006503, 0.00000070, 79, 0.19, 0.00006901, 0.00000020, 7, 0.00006901, 0.00000020, 7, 1.06, 1.06
6, 0.00006896, 0.00000368, 100, 0.30, 0.00009984, 0.00000027, 44, 0.00009984, 0.00000027, 44, 1.45, 1.45
7, 0.00003985, 0.00000033, 100, 0.19, 0.00005424, 0.00000005, 19, 0.00005424, 0.00000005, 19, 1.36, 1.36
8, 0.00004248, 0.00000049, 82, 0.15, 0.00004512, 0.00000008, 63, 0.00004512, 0.00000008, 63, 1.06, 1.06
9, 0.00004590, 0.00000017, 100, 0.20, 0.00005497, 0.00000013, 4, 0.00005497, 0.00000013, 4, 1.20, 1.20
10, 0.00004357, 0.00000088, 82, 0.16, 0.00004367, 0.00000009, 19, 0.00004367, 0.00000009, 19, 1.00, 1.00
11, 0.00004147, 0.00000015, 79, 0.19, 0.00004234, 0.00000025, 7, 0.00004234, 0.00000025, 7, 1.02, 1.02
12, 0.00004430, 0.00000053, 75, 0.16, 0.00005193, 0.00000006, 26, 0.00005193, 0.00000006, 26, 1.17, 1.17
13, 0.00004189, 0.00000131, 100, 0.32, 0.00005229, 0.00000013, 14, 0.00005229, 0.00000013, 14, 1.25, 1.25
14, 0.00002814, 0.00000039, 99, 0.17, 0.00003581, 0.00000007, 57, 0.00003581, 0.00000007, 57, 1.27, 1.27
15, 0.00003555, 0.00000022, 70, 0.14, 0.00003673, 0.00000004, 18, 0.00003673, 0.00000004, 18, 1.03, 1.03
16, 0.00001878, 0.00000020, 72, 0.16, 0.00002004, 0.00000002, 91, 0.00002004, 0.00000002, 91, 1.07, 1.07
17, 0.00017401, 0.00000087, 100, 0.21, 0.00020070, 0.00000053, 67, 0.00020070, 0.00000053, 67, 1.15, 1.15
18, 0.00016651, 0.00000089, 100, 0.19, 0.00022563, 0.00000017, 65, 0.00021088, 0.00000053, 121, 1.36, 1.27
19, 0.00018769, 0.00000003, 37, 0.07, 0.00018769, 0.00000003, 65, 0.00018769, 0.00000003, 65, 1.00, 1.00
20, 0.00018199, 0.00000030, 37, 0.10, 0.00018199, 0.00000030, 70, 0.00018199, 0.00000030, 70, 1.00, 1.00
21, 0.00017193, 0.00000156, 76, 0.27, 0.00018099, 0.00000012, 100, 0.00018099, 0.00000012, 100, 1.05, 1.05
22, 0.00019786, 0.00000208, 72, 0.15, 0.00021146, 0.00000023, 42, 0.00021146, 0.00000023, 42, 1.07, 1.07
23, 0.00016716, 0.00000016, 37, 0.07, 0.00016716, 0.00000016, 72, 0.00016716, 0.00000016, 72, 1.00, 1.00
24, 0.00017403, 0.00000338, 100, 0.34, 0.00019329, 0.00000022, 52, 0.00019329, 0.00000022, 52, 1.11, 1.11
25, 0.00017288, 0.00000065, 80, 0.38, 0.00018755, 0.00000045, 39, 0.00018755, 0.00000045, 39, 1.08, 1.08
26, 0.00016506, 0.00000167, 69, 0.35, 0.00017675, 0.00000026, 36, 0.00017675, 0.00000026, 36, 1.07, 1.07
27, 0.00018657, 0.00000163, 65, 0.32, 0.00020058, 0.00000040, 61, 0.00020058, 0.00000040, 61, 1.08, 1.08
28, 0.00015479, 0.00000211, 100, 0.36, 0.00017983, 0.00000016, 23, 0.00017983, 0.00000016, 23, 1.16, 1.16
29, 0.00013186, 0.00000151, 37, 0.09, 0.00013186, 0.00000151, 91, 0.00013186, 0.00000151, 91, 1.00, 1.00
30, 0.00014745, 0.00000024, 37, 0.07, 0.00014745, 0.00000024, 38, 0.00014745, 0.00000024, 38, 1.00, 1.00
31, 0.00013090, 0.00000079, 92, 0.52, 0.00014106, 0.00000017, 43, 0.00014106, 0.00000017, 43, 1.08, 1.08
32, 0.00012136, 0.00000070, 70, 0.32, 0.00013308, 0.00000039, 41, 0.00013308, 0.00000039, 41, 1.10, 1.10
33, 0.00012620, 0.00000137, 70, 0.27, 0.00012783, 0.00000013, 55, 0.00012783, 0.00000013, 55, 1.01, 1.01
34, 0.00009861, 0.00000024, 100, 0.17, 0.00010523, 0.00000013, 37, 0.00010523, 0.00000013, 37, 1.07, 1.07
35, 0.00010002, 0.00000099, 100, 0.47, 0.00010703, 0.00000013, 56, 0.00010703, 0.00000013, 56, 1.07, 1.07
36, 0.00008719, 0.00000092, 100, 0.22, 0.00009777, 0.00000015, 54, 0.00009777, 0.00000015, 54, 1.12, 1.12
37, 0.00007856, 0.00000020, 74, 0.13, 0.00009922, 0.00000009, 37, 0.00009922, 0.00000009, 37, 1.26, 1.26
38, 0.00011057, 0.00000121, 100, 0.34, 0.00013251, 0.00000023, 52, 0.00013251, 0.00000023, 52, 1.20, 1.20
39, 0.00006231, 0.00000046, 99, 0.40, 0.00006530, 0.00000008, 41, 0.00006530, 0.00000008, 41, 1.05, 1.05
40, 0.00006340, 0.00000025, 68, 0.16, 0.00006669, 0.00000005, 63, 0.00006669, 0.00000005, 63, 1.05, 1.05
41, 0.00006174, 0.00000028, 97, 0.49, 0.00006893, 0.00000004, 70, 0.00006471, 0.00000010, 487, 1.12, 1.05
42, 0.00039536, 0.00000018, 96, 0.43, 0.00042426, 0.00000075, 99, 0.00041251, 0.00000064, 119, 1.07, 1.04
43, 0.00036776, 0.00000229, 74, 0.34, 0.00039575, 0.00000095, 98, 0.00038835, 0.00000090, 114, 1.08, 1.06
44, 0.00031378, 0.00000158, 75, 0.23, 0.00032907, 0.00000029, 79, 0.00032907, 0.00000029, 79, 1.05, 1.05
45, 0.00033644, 0.00000040, 99, 0.50, 0.00036093, 0.00000038, 72, 0.00032792, 0.00000058, 119, 1.07, 0.97
46, 0.00027801, 0.00000076, 72, 0.17, 0.00030515, 0.00000134, 81, 0.00030515, 0.00000134, 81, 1.10, 1.10
47, 0.00029128, 0.00000200, 79, 0.35, 0.00031347, 0.00000035, 77, 0.00030736, 0.00000025, 125, 1.08, 1.06
48, 0.00026080, 0.00000072, 36, 0.09, 0.00026080, 0.00000072, 65, 0.00025510, 0.00000032, 113, 1.00, 0.98
49, 0.00021318, 0.00000150, 58, 0.28, 0.00022679, 0.00000118, 78, 0.00022679, 0.00000118, 78, 1.06, 1.06
50, 0.00017348, 0.00000194, 65, 0.34, 0.00018708, 0.00000014, 66, 0.00018708, 0.00000014, 66, 1.08, 1.08
51, 0.00015212, 0.00000347, 99, 0.48, 0.00020296, 0.00000025, 44, 0.00020296, 0.00000025, 44, 1.33, 1.33
52, 0.00013626, 0.00000036, 73, 0.36, 0.00014845, 0.00000031, 21, 0.00014845, 0.00000031, 21, 1.09, 1.09
53, 0.00016284, 0.00000377, 99, 0.50, 0.00016713, 0.00000029, 6, 0.00016713, 0.00000029, 6, 1.03, 1.03
54, 0.00026702, 0.00000060, 73, 0.41, 0.00028858, 0.00000038, 97, 0.00021586, 0.00000018, 672, 1.08, 0.81
55, 0.00066440, 0.00000293, 72, 0.38, 0.00070138, 0.00000095, 67, 0.00062755, 0.00000104, 131, 1.06, 0.94
56, 0.00048164, 0.00000212, 94, 0.46, 0.00053953, 0.00000097, 92, 0.00048401, 0.00000018, 115, 1.12, 1.00
57, 0.00038372, 0.00000831, 46, 0.15, 0.00038372, 0.00000831, 75, 0.00038372, 0.00000831, 75, 1.00, 1.00
58, 0.00030663, 0.00000027, 37, 0.10, 0.00030663, 0.00000027, 90, 0.00030663, 0.00000027, 90, 1.00, 1.00
59, 0.00023387, 0.00000107, 45, 0.18, 0.00023387, 0.00000107, 65, 0.00023387, 0.00000107, 65, 1.00, 1.00
60, 0.00000608, 0.00000002, 11, 0.02, 0.00000608, 0.00000002, 1, 0.00000608, 0.00000002, 1, 1.00, 1.00
61, 0.00000683, 0.00000002, 10, 0.02, 0.00000683, 0.00000002, 1, 0.00000683, 0.00000002, 1, 1.00, 1.00
62, 0.00096829, 0.00000579, 80, 0.34, 0.00099592, 0.00000078, 86, 0.00086318, 0.00000222, 289, 1.03, 0.89
63, 0.00001666, 0.00000002, 16, 0.05, 0.00001666, 0.00000002, 51, 0.00001666, 0.00000002, 51, 1.00, 1.00
64, 0.00001963, 0.00000006, 10, 0.02, 0.00001963, 0.00000006, 1, 0.00001963, 0.00000006, 1, 1.00, 1.00
65, 0.00072808, 0.00001243, 99, 0.59, 0.00077487, 0.00002582, 87, 0.00068912, 0.00000086, 201, 1.06, 0.95
66, 0.00095241, 0.00000707, 100, 0.53, 0.00098519, 0.00000027, 85, 0.00084733, 0.00000075, 915, 1.03, 0.89
67, 0.00091792, 0.00000869, 99, 0.70, 0.00097469, 0.00000034, 77, 0.00080286, 0.00000057, 221, 1.06, 0.87
68, 0.00003272, 0.00000071, 14, 0.05, 0.00011340, 0.00000009, 1, 0.00011340, 0.00000009, 1, 3.47, 3.47
69, 0.00000584, 0.00000000, 38, 0.07, 0.00000584, 0.00000000, 16, 0.00000584, 0.00000000, 16, 1.00, 1.00
70, 0.00077446, 0.00000933, 72, 0.20, 0.00084948, 0.00000097, 99, 0.00084948, 0.00000097, 99, 1.10, 1.10
71, 0.00001647, 0.00000023, 14, 0.04, 0.00005735, 0.00000008, 1, 0.00005735, 0.00000008, 1, 3.48, 3.48
72, 0.00000473, 0.00000001, 41, 0.06, 0.00000473, 0.00000001, 40, 0.00000473, 0.00000001, 40, 1.00, 1.00
73, 0.00085957, 0.00001684, 72, 0.28, 0.00093055, 0.00000042, 21, 0.00077954, 0.00000051, 230, 1.08, 0.91
74, 0.00000756, 0.00000012, 14, 0.04, 0.00002876, 0.00000012, 1, 0.00002876, 0.00000012, 1, 3.80, 3.80
75, 0.00000393, 0.00000001, 33, 0.05, 0.00000393, 0.00000001, 23, 0.00000393, 0.00000001, 23, 1.00, 1.00
76, 0.00000351, 0.00000000, 37, 0.05, 0.00000351, 0.00000000, 58, 0.00000351, 0.00000000, 58, 1.00, 1.00
77, 0.00000024, 0.00000002, 17, 0.06, 0.00000656, 0.00000001, 1, 0.00000656, 0.00000001, 1, 27.10, 27.10
78, 0.00001243, 0.00000002, 1, 0.07, 0.00001243, 0.00000002, 50, 0.00001243, 0.00000002, 50, 1.00, 1.00
79, 0.00000732, 0.00000000, 33, 0.05, 0.00000732, 0.00000000, 57, 0.00000732, 0.00000000, 57, 1.00, 1.00
TOP: 200
Layer, Droplet time(s), Droplet std(s), Droplet trials, Droplet Tuning(min), Meta-{top} time(s), Meta-{top} std(s), trials-{top}, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-{top}, speedup-10k
0, 0.00007425, 0.00000043, 74, 0.19, 0.00011457, 0.00000005, 39, 0.00011457, 0.00000005, 39, 1.54, 1.54
1, 0.00006069, 0.00000028, 100, 0.18, 0.00007825, 0.00000018, 24, 0.00007825, 0.00000018, 24, 1.29, 1.29
2, 0.00005565, 0.00000026, 99, 0.20, 0.00006608, 0.00000012, 45, 0.00006608, 0.00000012, 45, 1.19, 1.19
3, 0.00005773, 0.00000051, 100, 0.19, 0.00006950, 0.00000013, 2, 0.00006950, 0.00000013, 2, 1.20, 1.20
4, 0.00005822, 0.00000016, 100, 0.21, 0.00006234, 0.00000007, 30, 0.00006234, 0.00000007, 30, 1.07, 1.07
5, 0.00006435, 0.00000133, 72, 0.16, 0.00006901, 0.00000020, 7, 0.00006901, 0.00000020, 7, 1.07, 1.07
6, 0.00007305, 0.00000424, 100, 0.25, 0.00009984, 0.00000027, 44, 0.00009984, 0.00000027, 44, 1.37, 1.37
7, 0.00005424, 0.00000005, 37, 0.07, 0.00005424, 0.00000005, 19, 0.00005424, 0.00000005, 19, 1.00, 1.00
8, 0.00004228, 0.00000017, 82, 0.15, 0.00004512, 0.00000008, 63, 0.00004512, 0.00000008, 63, 1.07, 1.07
9, 0.00004661, 0.00000041, 100, 0.20, 0.00005497, 0.00000013, 4, 0.00005497, 0.00000013, 4, 1.18, 1.18
10, 0.00004207, 0.00000015, 75, 0.15, 0.00004367, 0.00000009, 19, 0.00004367, 0.00000009, 19, 1.04, 1.04
11, 0.00004134, 0.00000006, 82, 0.19, 0.00004234, 0.00000025, 7, 0.00004234, 0.00000025, 7, 1.02, 1.02
12, 0.00004473, 0.00000024, 100, 0.24, 0.00005193, 0.00000006, 26, 0.00005193, 0.00000006, 26, 1.16, 1.16
13, 0.00003862, 0.00000191, 99, 0.38, 0.00005229, 0.00000013, 14, 0.00005229, 0.00000013, 14, 1.35, 1.35
14, 0.00002824, 0.00000021, 100, 0.18, 0.00003581, 0.00000007, 57, 0.00003581, 0.00000007, 57, 1.27, 1.27
15, 0.00003405, 0.00000021, 67, 0.14, 0.00003673, 0.00000004, 18, 0.00003673, 0.00000004, 18, 1.08, 1.08
16, 0.00001943, 0.00000014, 78, 0.16, 0.00002004, 0.00000002, 91, 0.00002004, 0.00000002, 91, 1.03, 1.03
17, 0.00017572, 0.00000147, 100, 0.20, 0.00020070, 0.00000053, 67, 0.00020070, 0.00000053, 67, 1.14, 1.14
18, 0.00019989, 0.00000089, 74, 0.24, 0.00021088, 0.00000053, 121, 0.00021088, 0.00000053, 121, 1.06, 1.06
19, 0.00017809, 0.00000117, 82, 0.15, 0.00018769, 0.00000003, 65, 0.00018769, 0.00000003, 65, 1.05, 1.05
20, 0.00017887, 0.00000194, 82, 0.22, 0.00018199, 0.00000030, 70, 0.00018199, 0.00000030, 70, 1.02, 1.02
21, 0.00018099, 0.00000012, 40, 0.10, 0.00018099, 0.00000012, 100, 0.00018099, 0.00000012, 100, 1.00, 1.00
22, 0.00019894, 0.00000076, 72, 0.15, 0.00021146, 0.00000023, 42, 0.00021146, 0.00000023, 42, 1.06, 1.06
23, 0.00015842, 0.00000209, 78, 0.16, 0.00016716, 0.00000016, 72, 0.00016716, 0.00000016, 72, 1.06, 1.06
24, 0.00017279, 0.00000182, 99, 0.43, 0.00019329, 0.00000022, 52, 0.00019329, 0.00000022, 52, 1.12, 1.12
25, 0.00017363, 0.00000094, 77, 0.42, 0.00018755, 0.00000045, 39, 0.00018755, 0.00000045, 39, 1.08, 1.08
26, 0.00017170, 0.00000236, 82, 0.35, 0.00017675, 0.00000026, 36, 0.00017675, 0.00000026, 36, 1.03, 1.03
27, 0.00018236, 0.00000126, 77, 0.20, 0.00020058, 0.00000040, 61, 0.00020058, 0.00000040, 61, 1.10, 1.10
28, 0.00015413, 0.00000127, 98, 0.44, 0.00017983, 0.00000016, 23, 0.00017983, 0.00000016, 23, 1.17, 1.17
29, 0.00013186, 0.00000151, 37, 0.10, 0.00013186, 0.00000151, 91, 0.00013186, 0.00000151, 91, 1.00, 1.00
30, 0.00013795, 0.00000137, 71, 0.29, 0.00014745, 0.00000024, 38, 0.00014745, 0.00000024, 38, 1.07, 1.07
31, 0.00013328, 0.00000088, 92, 0.53, 0.00014106, 0.00000017, 43, 0.00014106, 0.00000017, 43, 1.06, 1.06
32, 0.00012046, 0.00000020, 95, 0.42, 0.00013308, 0.00000039, 41, 0.00013308, 0.00000039, 41, 1.10, 1.10
33, 0.00012102, 0.00000350, 80, 0.29, 0.00012783, 0.00000013, 55, 0.00012783, 0.00000013, 55, 1.06, 1.06
34, 0.00009889, 0.00000025, 100, 0.18, 0.00010523, 0.00000013, 37, 0.00010523, 0.00000013, 37, 1.06, 1.06
35, 0.00010237, 0.00000064, 83, 0.29, 0.00010703, 0.00000013, 56, 0.00010703, 0.00000013, 56, 1.05, 1.05
36, 0.00008598, 0.00000069, 96, 0.41, 0.00009777, 0.00000015, 54, 0.00009777, 0.00000015, 54, 1.14, 1.14
37, 0.00008331, 0.00000042, 82, 0.49, 0.00009922, 0.00000009, 37, 0.00009922, 0.00000009, 37, 1.19, 1.19
38, 0.00011969, 0.00000316, 68, 0.33, 0.00013251, 0.00000023, 52, 0.00013251, 0.00000023, 52, 1.11, 1.11
39, 0.00006530, 0.00000008, 40, 0.11, 0.00006530, 0.00000008, 41, 0.00006530, 0.00000008, 41, 1.00, 1.00
40, 0.00006436, 0.00000078, 68, 0.26, 0.00006669, 0.00000005, 63, 0.00006669, 0.00000005, 63, 1.04, 1.04
41, 0.00005937, 0.00000042, 70, 0.39, 0.00006581, 0.00000005, 168, 0.00006471, 0.00000010, 487, 1.11, 1.09
