BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
11, 0.0094724116, 0.0000022766, 15, 0.236, 0.575, 0.0094724116, 0.0000022766, 8, 0.0094076319, 0.0000010529, 772, 26.161, 1.00, 0.99
12, 0.0040118710, 0.0000048147, 15, 0.149, 0.488, 0.0040118710, 0.0000048147, 10, 0.0039791487, 0.0000005070, 548, 18.570, 1.00, 0.99
13, 0.0006412421, 0.0000016568, 14, 0.100, 0.439, 0.0006412421, 0.0000016568, 8, 0.0006331773, 0.0000004001, 75, 2.542, 1.00, 0.99
14, 0.0000088412, 0.0000000928, 27, 0.242, 0.581, 0.0000091320, 0.0000003366, 5, 0.0000076999, 0.0000000495, 17, 0.576, 1.03, 0.87
TOP: 25
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-25 time(s), Meta-25 std(s), trials-25, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-25, speedup-10k
0, 0.0000151323, 0.0000000463, 10, 0.076, 0.110, 0.0000151323, 0.0000000463, 1, 0.0000151323, 0.0000000463, 1, 0.034, 1.00, 1.00
1, 0.0014516292, 0.0000236892, 58, 0.383, 1.230, 0.0015589693, 0.0001262616, 1, 0.0014162572, 0.0000005777, 325, 11.013, 1.07, 0.98
2, 0.0000090498, 0.0000001282, 16, 0.520, 0.926, 0.0000091877, 0.0000000409, 12, 0.0000091877, 0.0000000409, 12, 0.407, 1.02, 1.02
3, 0.0069566017, 0.0001648081, 54, 1.092, 1.939, 0.0091813698, 0.0000653511, 23, 0.0041565026, 0.0000011512, 519, 17.587, 1.32, 0.60
4, 0.0000063767, 0.0000001992, 10, 0.080, 0.181, 0.0000063767, 0.0000001992, 3, 0.0000063767, 0.0000001992, 3, 0.102, 1.00, 1.00
5, 0.0025323027, 0.0000546345, 86, 0.619, 1.466, 0.0049643341, 0.0000014431, 1, 0.0021116461, 0.0000015046, 516, 17.486, 1.96, 0.83
6, 0.0034785677, 0.0000087270, 92, 1.363, 2.211, 0.0055426330, 0.0000087275, 8, 0.0028077748, 0.0000006094, 582, 19.722, 1.59, 0.81
7, 0.0021163697, 0.0000164119, 82, 1.015, 1.862, 0.0024272676, 0.0000024750, 20, 0.0018789960, 0.0000003107, 399, 13.521, 1.15, 0.89
8, 0.0000041847, 0.0000000371, 14, 0.144, 0.992, 0.0000042290, 0.0000000041, 20, 0.0000040360, 0.0000000079, 37, 1.254, 1.01, 0.96
9, 0.0000012083, 0.0000000384, 10, 0.077, 0.823, 0.0000029390, 0.0000001096, 22, 0.0000029390, 0.0000001096, 22, 0.746, 2.43, 2.43
10, 0.0000046448, 0.0000000805, 10, 0.076, 0.109, 0.0000067177, 0.0000000190, 1, 0.0000067177, 0.0000000190, 1, 0.034, 1.45, 1.45
11, 0.0094387358, 0.0000047063, 15, 0.228, 1.076, 0.0094387358, 0.0000047063, 20, 0.0094076319, 0.0000010529, 772, 26.161, 1.00, 1.00
12, 0.0040101462, 0.0000005101, 14, 0.149, 0.996, 0.0040101462, 0.0000005101, 22, 0.0039791487, 0.0000005070, 548, 18.570, 1.00, 0.99
13, 0.0006412421, 0.0000016568, 14, 0.099, 0.946, 0.0006412421, 0.0000016568, 8, 0.0006331773, 0.0000004001, 75, 2.542, 1.00, 0.99
14, 0.0000060158, 0.0000000242, 32, 0.251, 0.827, 0.0000076999, 0.0000000495, 17, 0.0000076999, 0.0000000495, 17, 0.576, 1.28, 1.28
TOP: 50
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-50 time(s), Meta-50 std(s), trials-50, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-50, speedup-10k
0, 0.0000151323, 0.0000000463, 10, 0.074, 0.108, 0.0000151323, 0.0000000463, 1, 0.0000151323, 0.0000000463, 1, 0.034, 1.00, 1.00
1, 0.0014421562, 0.0000194877, 58, 0.396, 2.090, 0.0015589693, 0.0001262616, 1, 0.0014162572, 0.0000005777, 325, 11.013, 1.08, 0.98
2, 0.0000090488, 0.0000001335, 13, 0.298, 0.704, 0.0000091877, 0.0000000409, 12, 0.0000091877, 0.0000000409, 12, 0.407, 1.02, 1.02
3, 0.0055830920, 0.0000018233, 100, 0.838, 2.532, 0.0088093291, 0.0000738933, 30, 0.0041565026, 0.0000011512, 519, 17.587, 1.58, 0.74
4, 0.0000063767, 0.0000001992, 10, 0.119, 0.221, 0.0000063767, 0.0000001992, 3, 0.0000063767, 0.0000001992, 3, 0.102, 1.00, 1.00
5, 0.0025672565, 0.0000188433, 58, 0.402, 2.096, 0.0049643341, 0.0000014431, 1, 0.0021116461, 0.0000015046, 516, 17.486, 1.93, 0.82
6, 0.0035083953, 0.0001372559, 94, 1.339, 3.033, 0.0055426330, 0.0000087275, 8, 0.0028077748, 0.0000006094, 582, 19.722, 1.58, 0.80
7, 0.0021134668, 0.0000219986, 81, 1.022, 2.716, 0.0024272676, 0.0000024750, 20, 0.0018789960, 0.0000003107, 399, 13.521, 1.15, 0.89
8, 0.0000040243, 0.0000000889, 14, 0.305, 1.559, 0.0000040360, 0.0000000079, 37, 0.0000040360, 0.0000000079, 37, 1.254, 1.00, 1.00
9, 0.0000013638, 0.0000000341, 10, 0.078, 0.823, 0.0000029390, 0.0000001096, 22, 0.0000029390, 0.0000001096, 22, 0.746, 2.15, 2.15
10, 0.0000067177, 0.0000000190, 10, 0.076, 0.109, 0.0000067177, 0.0000000190, 1, 0.0000067177, 0.0000000190, 1, 0.034, 1.00, 1.00
11, 0.0094387358, 0.0000047063, 15, 0.222, 1.917, 0.0094387358, 0.0000047063, 20, 0.0094076319, 0.0000010529, 772, 26.161, 1.00, 1.00
12, 0.0040026233, 0.0000052189, 14, 0.136, 1.831, 0.0040026233, 0.0000052189, 39, 0.0039791487, 0.0000005070, 548, 18.570, 1.00, 0.99
13, 0.0006356840, 0.0000010746, 15, 0.097, 1.791, 0.0006356840, 0.0000010746, 35, 0.0006331773, 0.0000004001, 75, 2.542, 1.00, 1.00
14, 0.0000060303, 0.0000000488, 22, 0.168, 0.744, 0.0000076999, 0.0000000495, 17, 0.0000076999, 0.0000000495, 17, 0.576, 1.28, 1.28
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0000151323, 0.0000000463, 10, 0.076, 0.110, 0.0000151323, 0.0000000463, 1, 0.0000151323, 0.0000000463, 1, 0.034, 1.00, 1.00
1, 0.0014430337, 0.0000030181, 83, 0.585, 3.974, 0.0014566531, 0.0000017193, 73, 0.0014162572, 0.0000005777, 325, 11.013, 1.01, 0.98
2, 0.0000091050, 0.0000000810, 16, 0.523, 0.930, 0.0000091877, 0.0000000409, 12, 0.0000091877, 0.0000000409, 12, 0.407, 1.01, 1.01
3, 0.0046477333, 0.0000407971, 60, 0.813, 4.202, 0.0046521798, 0.0000115678, 77, 0.0041565026, 0.0000011512, 519, 17.587, 1.00, 0.89
4, 0.0000063767, 0.0000001992, 10, 0.078, 0.180, 0.0000063767, 0.0000001992, 3, 0.0000063767, 0.0000001992, 3, 0.102, 1.00, 1.00
5, 0.0021820473, 0.0000010905, 100, 0.801, 4.190, 0.0028870190, 0.0002296353, 77, 0.0021116461, 0.0000015046, 516, 17.486, 1.32, 0.97
6, 0.0036354302, 0.0000170070, 91, 1.309, 4.698, 0.0038287716, 0.0000042791, 89, 0.0028077748, 0.0000006094, 582, 19.722, 1.05, 0.77
7, 0.0021206388, 0.0000403024, 54, 0.652, 4.041, 0.0021989952, 0.0000013067, 77, 0.0018789960, 0.0000003107, 399, 13.521, 1.04, 0.89
8, 0.0000040360, 0.0000000079, 10, 0.085, 1.339, 0.0000040360, 0.0000000079, 37, 0.0000040360, 0.0000000079, 37, 1.254, 1.00, 1.00
9, 0.0000012000, 0.0000000397, 10, 0.078, 0.823, 0.0000029390, 0.0000001096, 22, 0.0000029390, 0.0000001096, 22, 0.746, 2.45, 2.45
10, 0.0000046400, 0.0000000662, 10, 0.076, 0.110, 0.0000067177, 0.0000000190, 1, 0.0000067177, 0.0000000190, 1, 0.034, 1.45, 1.45
11, 0.0094387358, 0.0000047063, 15, 0.226, 3.615, 0.0094387358, 0.0000047063, 20, 0.0094076319, 0.0000010529, 772, 26.161, 1.00, 1.00
12, 0.0039933317, 0.0000058519, 15, 0.155, 3.544, 0.0039933317, 0.0000058519, 82, 0.0039791487, 0.0000005070, 548, 18.570, 1.00, 1.00
13, 0.0006331773, 0.0000004001, 15, 0.098, 2.639, 0.0006331773, 0.0000004001, 75, 0.0006331773, 0.0000004001, 75, 2.542, 1.00, 1.00
14, 0.0000060170, 0.0000000202, 22, 0.168, 0.744, 0.0000076999, 0.0000000495, 17, 0.0000076999, 0.0000000495, 17, 0.576, 1.28, 1.28
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000151323, 0.0000000463, 10, 0.074, 0.107, 0.0000151323, 0.0000000463, 1, 0.0000151323, 0.0000000463, 1, 0.034, 1.00, 1.00
1, 0.0014538220, 0.0000013017, 56, 0.348, 7.126, 0.0014546523, 0.0000001872, 196, 0.0014162572, 0.0000005777, 325, 11.013, 1.00, 0.97
2, 0.0000090975, 0.0000001375, 12, 0.296, 0.703, 0.0000091877, 0.0000000409, 12, 0.0000091877, 0.0000000409, 12, 0.407, 1.01, 1.01
3, 0.0041609112, 0.0000002123, 89, 0.720, 7.498, 0.0043717966, 0.0000007945, 200, 0.0041565026, 0.0000011512, 519, 17.587, 1.05, 1.00
4, 0.0000063767, 0.0000001992, 10, 0.077, 0.179, 0.0000063767, 0.0000001992, 3, 0.0000063767, 0.0000001992, 3, 0.102, 1.00, 1.00
5, 0.0021940178, 0.0000018185, 100, 1.102, 7.880, 0.0022307879, 0.0000006592, 198, 0.0021116461, 0.0000015046, 516, 17.486, 1.02, 0.96
6, 0.0028219220, 0.0000012125, 58, 1.009, 7.787, 0.0028354644, 0.0000157960, 193, 0.0028077748, 0.0000006094, 582, 19.722, 1.00, 0.99
7, 0.0018856905, 0.0000017547, 60, 0.416, 7.194, 0.0018996253, 0.0000068063, 193, 0.0018789960, 0.0000003107, 399, 13.521, 1.01, 1.00
8, 0.0000040360, 0.0000000079, 10, 0.083, 1.337, 0.0000040360, 0.0000000079, 37, 0.0000040360, 0.0000000079, 37, 1.254, 1.00, 1.00
9, 0.0000013100, 0.0000000212, 10, 0.077, 0.823, 0.0000029390, 0.0000001096, 22, 0.0000029390, 0.0000001096, 22, 0.746, 2.24, 2.24
10, 0.0000046382, 0.0000000645, 10, 0.076, 0.110, 0.0000067177, 0.0000000190, 1, 0.0000067177, 0.0000000190, 1, 0.034, 1.45, 1.45
11, 0.0094144439, 0.0000040579, 15, 0.240, 7.018, 0.0094144439, 0.0000040579, 148, 0.0094076319, 0.0000010529, 772, 26.161, 1.00, 1.00
12, 0.0039902951, 0.0000042056, 14, 0.136, 6.913, 0.0039902951, 0.0000042056, 200, 0.0039791487, 0.0000005070, 548, 18.570, 1.00, 1.00
13, 0.0006331773, 0.0000004001, 15, 0.099, 2.641, 0.0006331773, 0.0000004001, 75, 0.0006331773, 0.0000004001, 75, 2.542, 1.00, 1.00
14, 0.0000060232, 0.0000000441, 22, 0.168, 0.744, 0.0000076999, 0.0000000495, 17, 0.0000076999, 0.0000000495, 17, 0.576, 1.28, 1.28
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000151323, 0.0000000463, 10, 0.075, 0.109, 0.0000151323, 0.0000000463, 1, 0.0000151323, 0.0000000463, 1, 0.034, 1.00, 1.00
1, 0.0014510897, 0.0000009021, 83, 0.548, 10.714, 0.0014546523, 0.0000001872, 196, 0.0014162572, 0.0000005777, 325, 11.013, 1.00, 0.98
2, 0.0000090687, 0.0000001412, 13, 0.298, 0.705, 0.0000091877, 0.0000000409, 12, 0.0000091877, 0.0000000409, 12, 0.407, 1.01, 1.01
3, 0.0042284997, 0.0000014612, 100, 0.810, 10.976, 0.0043015700, 0.0000017119, 260, 0.0041565026, 0.0000011512, 519, 17.587, 1.02, 0.98
4, 0.0000063767, 0.0000001992, 10, 0.075, 0.177, 0.0000063767, 0.0000001992, 3, 0.0000063767, 0.0000001992, 3, 0.102, 1.00, 1.00
5, 0.0021745242, 0.0000009407, 60, 0.707, 10.873, 0.0021794045, 0.0000035902, 288, 0.0021116461, 0.0000015046, 516, 17.486, 1.00, 0.97
6, 0.0028148868, 0.0000018811, 86, 1.490, 11.656, 0.0028243342, 0.0000005082, 268, 0.0028077748, 0.0000006094, 582, 19.722, 1.00, 1.00
7, 0.0018822244, 0.0000005743, 30, 0.478, 10.644, 0.0018822244, 0.0000005743, 263, 0.0018789960, 0.0000003107, 399, 13.521, 1.00, 1.00
8, 0.0000040360, 0.0000000079, 10, 0.083, 1.337, 0.0000040360, 0.0000000079, 37, 0.0000040360, 0.0000000079, 37, 1.254, 1.00, 1.00
9, 0.0000011882, 0.0000000235, 10, 0.076, 0.822, 0.0000029390, 0.0000001096, 22, 0.0000029390, 0.0000001096, 22, 0.746, 2.47, 2.47
10, 0.0000046322, 0.0000000735, 10, 0.075, 0.109, 0.0000067177, 0.0000000190, 1, 0.0000067177, 0.0000000190, 1, 0.034, 1.45, 1.45
11, 0.0094144439, 0.0000040579, 15, 0.231, 10.397, 0.0094144439, 0.0000040579, 148, 0.0094076319, 0.0000010529, 772, 26.161, 1.00, 1.00
12, 0.0039859524, 0.0000009939, 14, 0.137, 10.303, 0.0039859524, 0.0000009939, 244, 0.0039791487, 0.0000005070, 548, 18.570, 1.00, 1.00
13, 0.0006331773, 0.0000004001, 15, 0.099, 2.640, 0.0006331773, 0.0000004001, 75, 0.0006331773, 0.0000004001, 75, 2.542, 1.00, 1.00
14, 0.0000060285, 0.0000000396, 42, 0.336, 0.912, 0.0000076999, 0.0000000495, 17, 0.0000076999, 0.0000000495, 17, 0.576, 1.28, 1.28
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000151323, 0.0000000463, 10, 0.076, 0.110, 0.0000151323, 0.0000000463, 1, 0.0000151323, 0.0000000463, 1, 0.034, 1.00, 1.00
1, 0.0014089977, 0.0000011626, 80, 0.588, 11.602, 0.0014162572, 0.0000005777, 325, 0.0014162572, 0.0000005777, 325, 11.013, 1.01, 1.01
2, 0.0000090220, 0.0000001457, 16, 0.520, 0.926, 0.0000091877, 0.0000000409, 12, 0.0000091877, 0.0000000409, 12, 0.407, 1.02, 1.02
3, 0.0041565026, 0.0000011512, 31, 0.217, 17.805, 0.0041565026, 0.0000011512, 519, 0.0041565026, 0.0000011512, 519, 17.587, 1.00, 1.00
4, 0.0000063767, 0.0000001992, 10, 0.119, 0.221, 0.0000063767, 0.0000001992, 3, 0.0000063767, 0.0000001992, 3, 0.102, 1.00, 1.00
5, 0.0021102355, 0.0000010066, 41, 2.053, 19.539, 0.0021116461, 0.0000015046, 516, 0.0021116461, 0.0000015046, 516, 17.486, 1.00, 1.00
6, 0.0028077748, 0.0000006094, 30, 0.510, 20.232, 0.0028077748, 0.0000006094, 582, 0.0028077748, 0.0000006094, 582, 19.722, 1.00, 1.00
7, 0.0018789103, 0.0000013159, 60, 0.401, 13.922, 0.0018789960, 0.0000003107, 399, 0.0018789960, 0.0000003107, 399, 13.521, 1.00, 1.00
8, 0.0000039760, 0.0000000854, 14, 0.307, 1.561, 0.0000040360, 0.0000000079, 37, 0.0000040360, 0.0000000079, 37, 1.254, 1.02, 1.02
9, 0.0000013540, 0.0000000311, 11, 0.130, 0.875, 0.0000029390, 0.0000001096, 22, 0.0000029390, 0.0000001096, 22, 0.746, 2.17, 2.17
10, 0.0000047000, 0.0000000916, 10, 0.076, 0.109, 0.0000067177, 0.0000000190, 1, 0.0000067177, 0.0000000190, 1, 0.034, 1.43, 1.43
11, 0.0094076319, 0.0000010529, 14, 0.201, 26.362, 0.0094076319, 0.0000010529, 772, 0.0094076319, 0.0000010529, 772, 26.161, 1.00, 1.00
12, 0.0039791487, 0.0000005070, 15, 0.143, 18.713, 0.0039791487, 0.0000005070, 548, 0.0039791487, 0.0000005070, 548, 18.570, 1.00, 1.00
13, 0.0006331773, 0.0000004001, 15, 0.104, 2.646, 0.0006331773, 0.0000004001, 75, 0.0006331773, 0.0000004001, 75, 2.542, 1.00, 1.00
14, 0.0000060332, 0.0000000336, 22, 0.170, 0.746, 0.0000076999, 0.0000000495, 17, 0.0000076999, 0.0000000495, 17, 0.576, 1.28, 1.28
BENCH: vgg11
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0000151880, 0.0000000050, 10, 0.075, 0.108, 0.0000151880, 0.0000000050, 1, 0.0000151880, 0.0000000050, 1, 0.033, 1.00, 1.00
1, 0.0028389220, 0.0000488354, 100, 0.917, 0.949, 0.0079856535, 0.0000184239, 1, 0.0020858081, 0.0000017271, 66, 2.161, 2.81, 0.73
2, 0.0013173090, 0.0000037632, 10, 0.088, 0.121, 0.0013173090, 0.0000037632, 1, 0.0008100146, 0.0000001143, 42, 1.375, 1.00, 0.61
3, 0.0451971455, 0.0000367907, 100, 3.714, 3.747, 0.0990376173, 0.0002902356, 1, 0.0179632524, 0.0000121662, 953, 31.199, 2.19, 0.40
4, 0.0005713228, 0.0000002690, 10, 0.093, 0.125, 0.0005713228, 0.0000002690, 1, 0.0001455679, 0.0000004375, 29, 0.949, 1.00, 0.25
5, 0.0000298288, 0.0000001161, 11, 0.128, 0.160, 0.0000418444, 0.0000000093, 1, 0.0000224853, 0.0000000106, 2, 0.065, 1.40, 0.75
6, 0.0221883090, 0.0000108129, 73, 3.146, 3.179, 0.0229047028, 0.0000432826, 1, 0.0174059682, 0.0000006654, 618, 20.232, 1.03, 0.78
7, 0.0001719801, 0.0000001901, 10, 0.077, 0.110, 0.0001719801, 0.0000001901, 1, 0.0001719801, 0.0000001901, 1, 0.033, 1.00, 1.00
8, 0.0645862095, 0.0036740667, 100, 7.043, 7.076, 0.6263192999, 0.0084228516, 1, 0.0349032073, 0.0000035902, 451, 14.765, 9.70, 0.54
9, 0.0000686162, 0.0000222764, 35, 0.345, 0.378, 0.0001100762, 0.0000050800, 1, 0.0000337091, 0.0000003952, 10, 0.327, 1.60, 0.49
10, 0.0000577443, 0.0000001086, 11, 0.127, 0.160, 0.0000584278, 0.0000001118, 1, 0.0000445685, 0.0000001018, 2, 0.065, 1.01, 0.77
11, 0.0258607317, 0.0000637161, 58, 0.767, 0.799, 0.0343590111, 0.0030737766, 1, 0.0175102084, 0.0000025736, 788, 25.797, 1.33, 0.68
12, 0.0001134866, 0.0000001567, 10, 0.076, 0.108, 0.0001134866, 0.0000001567, 1, 0.0000856021, 0.0000000826, 2, 0.065, 1.00, 0.75
13, 0.0678139852, 0.0001304022, 100, 5.852, 5.884, 0.1263507993, 0.0000337670, 1, 0.0347967882, 0.0000069069, 1351, 44.228, 1.86, 0.51
14, 0.0000183173, 0.0000003124, 27, 0.269, 0.301, 0.0000406686, 0.0000004994, 1, 0.0000175983, 0.0000012747, 26, 0.851, 2.22, 0.96
15, 0.0000232612, 0.0000000571, 10, 0.075, 0.108, 0.0000238671, 0.0000000467, 1, 0.0000238671, 0.0000000467, 1, 0.033, 1.03, 1.03
16, 0.0140457405, 0.0003569176, 88, 1.532, 1.564, 0.0222552627, 0.0006196352, 1, 0.0088566570, 0.0000016726, 672, 21.999, 1.58, 0.63
17, 0.0000081859, 0.0000000429, 10, 0.083, 0.116, 0.0000081859, 0.0000000429, 1, 0.0000042582, 0.0000000451, 31, 1.015, 1.00, 0.52
18, 0.0000034959, 0.0000000134, 10, 0.078, 0.111, 0.0000034959, 0.0000000134, 1, 0.0000034128, 0.0000000054, 34, 1.113, 1.00, 0.98
19, 0.0000080121, 0.0000000036, 10, 0.077, 0.109, 0.0000080121, 0.0000000036, 1, 0.0000080121, 0.0000000036, 1, 0.033, 1.00, 1.00
20, 0.0309027992, 0.0001171469, 67, 2.107, 2.139, 0.0379390361, 0.0003959733, 1, 0.0261823001, 0.0000045680, 919, 30.086, 1.23, 0.85
21, 0.0040030203, 0.0000010688, 14, 0.142, 0.175, 0.0040030203, 0.0000010688, 1, 0.0039951375, 0.0000048841, 213, 6.973, 1.00, 1.00
22, 0.0006438316, 0.0000004313, 14, 0.097, 0.129, 0.0006438316, 0.0000004313, 1, 0.0006414312, 0.0000002607, 37, 1.211, 1.00, 1.00
23, 0.0000089208, 0.0000000804, 26, 0.238, 0.270, 0.0000508498, 0.0000024109, 1, 0.0000073484, 0.0000000118, 2, 0.065, 5.70, 0.82
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0000151880, 0.0000000050, 10, 0.076, 0.109, 0.0000151880, 0.0000000050, 1, 0.0000151880, 0.0000000050, 1, 0.033, 1.00, 1.00
1, 0.0028580737, 0.0001618291, 58, 0.609, 0.936, 0.0060534180, 0.0001059857, 8, 0.0020858081, 0.0000017271, 66, 2.161, 2.12, 0.73
2, 0.0013012344, 0.0000052653, 10, 0.094, 0.421, 0.0013012344, 0.0000052653, 7, 0.0008100146, 0.0000001143, 42, 1.375, 1.00, 0.62
3, 0.0206999763, 0.0000298668, 57, 1.363, 1.690, 0.0345963764, 0.0024616883, 5, 0.0179632524, 0.0000121662, 953, 31.199, 1.67, 0.87
4, 0.0001556818, 0.0000003392, 10, 0.100, 0.427, 0.0001556818, 0.0000003392, 6, 0.0001455679, 0.0000004375, 29, 0.949, 1.00, 0.94
5, 0.0000224853, 0.0000000106, 10, 0.076, 0.141, 0.0000224853, 0.0000000106, 2, 0.0000224853, 0.0000000106, 2, 0.065, 1.00, 1.00
6, 0.0221963583, 0.0000448498, 75, 3.187, 3.514, 0.0229047028, 0.0000432826, 1, 0.0174059682, 0.0000006654, 618, 20.232, 1.03, 0.78
7, 0.0001719801, 0.0000001901, 10, 0.082, 0.114, 0.0001719801, 0.0000001901, 1, 0.0001719801, 0.0000001901, 1, 0.033, 1.00, 1.00
8, 0.0391664723, 0.0001042836, 62, 3.395, 3.722, 0.0929018850, 0.0087224101, 4, 0.0349032073, 0.0000035902, 451, 14.765, 2.37, 0.89
9, 0.0000212548, 0.0000010383, 18, 0.208, 0.535, 0.0000337091, 0.0000003952, 10, 0.0000337091, 0.0000003952, 10, 0.327, 1.59, 1.59
10, 0.0000445685, 0.0000001018, 10, 0.075, 0.140, 0.0000445685, 0.0000001018, 2, 0.0000445685, 0.0000001018, 2, 0.065, 1.00, 1.00
11, 0.0200429353, 0.0000007353, 100, 3.845, 4.173, 0.0236021059, 0.0014409400, 8, 0.0175102084, 0.0000025736, 788, 25.797, 1.18, 0.87
12, 0.0000856021, 0.0000000826, 10, 0.076, 0.142, 0.0000856021, 0.0000000826, 2, 0.0000856021, 0.0000000826, 2, 0.065, 1.00, 1.00
13, 0.0683966520, 0.0000630250, 89, 4.472, 4.800, 0.1263507993, 0.0000337670, 1, 0.0347967882, 0.0000069069, 1351, 44.228, 1.85, 0.51
14, 0.0000115732, 0.0000000457, 14, 0.306, 0.634, 0.0000189428, 0.0000008846, 5, 0.0000175983, 0.0000012747, 26, 0.851, 1.64, 1.52
15, 0.0000238671, 0.0000000467, 10, 0.076, 0.109, 0.0000238671, 0.0000000467, 1, 0.0000238671, 0.0000000467, 1, 0.033, 1.00, 1.00
16, 0.0094582343, 0.0000240766, 100, 1.487, 1.815, 0.0150174460, 0.0000090384, 3, 0.0088566570, 0.0000016726, 672, 21.999, 1.59, 0.94
17, 0.0000080225, 0.0000000708, 19, 0.200, 0.527, 0.0000080830, 0.0000000049, 2, 0.0000042582, 0.0000000451, 31, 1.015, 1.01, 0.53
18, 0.0000033273, 0.0000000627, 13, 0.134, 0.461, 0.0000034851, 0.0000000122, 9, 0.0000034128, 0.0000000054, 34, 1.113, 1.05, 1.03
19, 0.0000078828, 0.0000000497, 10, 0.075, 0.108, 0.0000080121, 0.0000000036, 1, 0.0000080121, 0.0000000036, 1, 0.033, 1.02, 1.02
20, 0.0263161812, 0.0000163577, 15, 0.428, 0.755, 0.0263161812, 0.0000163577, 7, 0.0261823001, 0.0000045680, 919, 30.086, 1.00, 0.99
21, 0.0040030203, 0.0000010688, 14, 0.143, 0.470, 0.0040030203, 0.0000010688, 1, 0.0039951375, 0.0000048841, 213, 6.973, 1.00, 1.00
22, 0.0006438316, 0.0000004313, 14, 0.096, 0.424, 0.0006438316, 0.0000004313, 1, 0.0006414312, 0.0000002607, 37, 1.211, 1.00, 1.00
23, 0.0000063232, 0.0000000383, 22, 0.167, 0.232, 0.0000073484, 0.0000000118, 2, 0.0000073484, 0.0000000118, 2, 0.065, 1.16, 1.16
TOP: 25
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-25 time(s), Meta-25 std(s), trials-25, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-25, speedup-10k
0, 0.0000151433, 0.0000000973, 10, 0.075, 0.108, 0.0000151880, 0.0000000050, 1, 0.0000151880, 0.0000000050, 1, 0.033, 1.00, 1.00
1, 0.0024538472, 0.0000029000, 89, 0.864, 1.683, 0.0034645001, 0.0000064833, 12, 0.0020858081, 0.0000017271, 66, 2.161, 1.41, 0.85
2, 0.0007793280, 0.0000251735, 19, 0.226, 1.044, 0.0008224872, 0.0000004248, 19, 0.0008100146, 0.0000001143, 42, 1.375, 1.06, 1.04
3, 0.0187761882, 0.0000115982, 100, 5.567, 6.385, 0.0313318385, 0.0009159243, 14, 0.0179632524, 0.0000121662, 953, 31.199, 1.67, 0.96
4, 0.0001473160, 0.0000001972, 10, 0.092, 0.910, 0.0001473160, 0.0000001972, 19, 0.0001455679, 0.0000004375, 29, 0.949, 1.00, 0.99
5, 0.0000224853, 0.0000000106, 10, 0.077, 0.142, 0.0000224853, 0.0000000106, 2, 0.0000224853, 0.0000000106, 2, 0.065, 1.00, 1.00
6, 0.0221632850, 0.0000325663, 65, 2.861, 3.680, 0.0229047028, 0.0000432826, 1, 0.0174059682, 0.0000006654, 618, 20.232, 1.03, 0.79
7, 0.0001719801, 0.0000001901, 10, 0.081, 0.114, 0.0001719801, 0.0000001901, 1, 0.0001719801, 0.0000001901, 1, 0.033, 1.00, 1.00
8, 0.0366166442, 0.0001358606, 86, 2.212, 3.031, 0.0444813352, 0.0028649766, 12, 0.0349032073, 0.0000035902, 451, 14.765, 1.21, 0.95
