BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
6, 0.0000051114, 0.0000000916, 10, 0.087, 0.618, 0.0000051114, 0.0000000916, 55, 0.0000051114, 0.0000000916, 55, 0.532, 1.00, 1.00
7, 0.0001443038, 0.0000002795, 100, 0.514, 0.678, 0.0001870726, 0.0000007299, 17, 0.0001870726, 0.0000007299, 17, 0.164, 1.30, 1.30
8, 0.0003298992, 0.0000003332, 86, 0.395, 1.314, 0.0003337153, 0.0000007150, 95, 0.0003337153, 0.0000007150, 95, 0.919, 1.01, 1.01
9, 0.0007527308, 0.0000007829, 31, 0.220, 2.116, 0.0007527308, 0.0000007829, 196, 0.0007527308, 0.0000007829, 196, 1.896, 1.00, 1.00
10, 0.0002299482, 0.0000003114, 89, 0.476, 1.144, 0.0002311480, 0.0000003212, 69, 0.0002311480, 0.0000003212, 69, 0.667, 1.01, 1.01
11, 0.0002615070, 0.0000003952, 100, 0.483, 1.266, 0.0002735456, 0.0000000935, 81, 0.0002735456, 0.0000000935, 81, 0.783, 1.05, 1.05
12, 0.0002328505, 0.0000009123, 100, 0.600, 2.360, 0.0002572956, 0.0000008955, 182, 0.0002572956, 0.0000008955, 182, 1.760, 1.10, 1.10
13, 0.0000047065, 0.0000000917, 10, 0.082, 0.343, 0.0000047065, 0.0000000917, 27, 0.0000047065, 0.0000000917, 27, 0.261, 1.00, 1.00
14, 0.0001964512, 0.0000001982, 100, 0.692, 1.060, 0.0002455243, 0.0000004057, 38, 0.0002455243, 0.0000004057, 38, 0.368, 1.25, 1.25
15, 0.0007071742, 0.0000014092, 89, 0.680, 3.582, 0.0007079681, 0.0000001111, 256, 0.0007076804, 0.0000002886, 320, 3.095, 1.00, 1.00
16, 0.0007027730, 0.0000009253, 100, 0.756, 2.100, 0.0007178929, 0.0000003021, 139, 0.0007178929, 0.0000003021, 139, 1.344, 1.02, 1.02
17, 0.0004911472, 0.0000002345, 100, 0.658, 3.530, 0.0004938872, 0.0000001719, 297, 0.0004938872, 0.0000001719, 297, 2.873, 1.01, 1.01
18, 0.0005868375, 0.0000001435, 89, 0.520, 1.768, 0.0005892590, 0.0000000970, 129, 0.0005892590, 0.0000000970, 129, 1.248, 1.00, 1.00
19, 0.0003350048, 0.0000001477, 100, 0.529, 3.053, 0.0003403186, 0.0000003477, 261, 0.0003403186, 0.0000003477, 261, 2.524, 1.02, 1.02
20, 0.0004941922, 0.0000002359, 100, 0.596, 2.463, 0.0005037680, 0.0000001549, 193, 0.0005037680, 0.0000001549, 193, 1.867, 1.02, 1.02
21, 0.0005891342, 0.0000006874, 89, 0.484, 1.199, 0.0005952605, 0.0000006670, 74, 0.0005952605, 0.0000006670, 74, 0.716, 1.01, 1.01
22, 0.0000253225, 0.0000001667, 10, 0.078, 0.088, 0.0000263094, 0.0000001857, 1, 0.0000263094, 0.0000001857, 1, 0.010, 1.04, 1.04
23, 0.0000164968, 0.0000001303, 29, 0.339, 0.426, 0.0000230795, 0.0000006637, 9, 0.0000230795, 0.0000006637, 9, 0.087, 1.40, 1.40
24, 0.0003381995, 0.0000001876, 100, 0.722, 1.486, 0.0003436914, 0.0000001277, 79, 0.0003436914, 0.0000001277, 79, 0.764, 1.02, 1.02
25, 0.0004907702, 0.0000001967, 100, 0.618, 1.614, 0.0005577804, 0.0000186381, 103, 0.0005577804, 0.0000186381, 103, 0.996, 1.14, 1.14
26, 0.0003077527, 0.0000001451, 89, 0.789, 1.437, 0.0003122459, 0.0000000487, 67, 0.0003122459, 0.0000000487, 67, 0.648, 1.01, 1.01
27, 0.0003245377, 0.0000002548, 89, 0.543, 1.433, 0.0003475876, 0.0000000761, 92, 0.0003475876, 0.0000000761, 92, 0.890, 1.07, 1.07
28, 0.0004853370, 0.0000000704, 91, 0.833, 1.984, 0.0004973021, 0.0000002280, 119, 0.0004973021, 0.0000002280, 119, 1.151, 1.02, 1.02
29, 0.0000077336, 0.0000002138, 10, 0.114, 0.327, 0.0000077336, 0.0000002138, 22, 0.0000077336, 0.0000002138, 22, 0.213, 1.00, 1.00
30, 0.0002654912, 0.0000001465, 100, 0.572, 0.979, 0.0002837306, 0.0000001168, 42, 0.0002837306, 0.0000001168, 42, 0.406, 1.07, 1.07
31, 0.0000097523, 0.0000000142, 10, 0.079, 0.089, 0.0000097523, 0.0000000142, 1, 0.0000097523, 0.0000000142, 1, 0.010, 1.00, 1.00
32, 0.0000264633, 0.0000002740, 27, 0.249, 0.704, 0.0000309716, 0.0000019752, 47, 0.0000309716, 0.0000019752, 47, 0.455, 1.17, 1.17
33, 0.0002579672, 0.0000000089, 60, 0.254, 0.321, 0.0002809199, 0.0000214497, 7, 0.0002809199, 0.0000214497, 7, 0.068, 1.09, 1.09
34, 0.0000086355, 0.0000000662, 10, 0.079, 0.098, 0.0000086355, 0.0000000662, 2, 0.0000086355, 0.0000000662, 2, 0.019, 1.00, 1.00
35, 0.0000237260, 0.0000001177, 19, 0.167, 0.351, 0.0000262629, 0.0000015704, 19, 0.0000262629, 0.0000015704, 19, 0.184, 1.11, 1.11
36, 0.0001608418, 0.0000004983, 100, 0.626, 0.810, 0.0002547712, 0.0000001504, 19, 0.0002547712, 0.0000001504, 19, 0.184, 1.58, 1.58
37, 0.0000068940, 0.0000001069, 10, 0.079, 0.098, 0.0000068940, 0.0000001069, 2, 0.0000068940, 0.0000001069, 2, 0.019, 1.00, 1.00
38, 0.0000210213, 0.0000000440, 9, 0.081, 0.449, 0.0000210213, 0.0000000440, 38, 0.0000210213, 0.0000000440, 38, 0.368, 1.00, 1.00
39, 0.0001004440, 0.0000000500, 100, 0.577, 1.012, 0.0001126790, 0.0000002616, 45, 0.0001126790, 0.0000002616, 45, 0.435, 1.12, 1.12
40, 0.0006865842, 0.0000008804, 80, 0.550, 3.161, 0.0006937396, 0.0000001952, 270, 0.0006937396, 0.0000001952, 270, 2.611, 1.01, 1.01
41, 0.0010373585, 0.0000015184, 89, 0.565, 3.467, 0.0010437938, 0.0000003628, 239, 0.0010382920, 0.0000010175, 445, 4.304, 1.01, 1.00
42, 0.0001369230, 0.0000001864, 100, 0.469, 0.962, 0.0002208381, 0.0000000786, 51, 0.0002208381, 0.0000000786, 51, 0.493, 1.61, 1.61
43, 0.0009122593, 0.0000009761, 100, 0.975, 3.519, 0.0009266613, 0.0000002446, 263, 0.0009266613, 0.0000002446, 263, 2.544, 1.02, 1.02
44, 0.0002155025, 0.0000004243, 99, 0.780, 1.321, 0.0003316367, 0.0000059590, 56, 0.0003316367, 0.0000059590, 56, 0.542, 1.54, 1.54
45, 0.0021078403, 0.0000015399, 86, 0.503, 2.669, 0.0021498565, 0.0000023223, 224, 0.0021498565, 0.0000023223, 224, 2.166, 1.02, 1.02
46, 0.0043454875, 0.0000119607, 54, 0.645, 3.546, 0.0043502918, 0.0000000527, 259, 0.0043238177, 0.0000278068, 515, 4.981, 1.00, 1.00
47, 0.0000461987, 0.0000016021, 15, 0.148, 0.380, 0.0000471029, 0.0000018947, 24, 0.0000471029, 0.0000018947, 24, 0.232, 1.02, 1.02
48, 0.0003977020, 0.0000002747, 100, 0.525, 0.632, 0.0004882198, 0.0000015502, 11, 0.0004882198, 0.0000015502, 11, 0.106, 1.23, 1.23
49, 0.0070015725, 0.0000102599, 76, 1.472, 4.374, 0.0071005281, 0.0000146121, 267, 0.0070376548, 0.0000245041, 937, 9.062, 1.01, 1.01
50, 0.0000215150, 0.0000004398, 14, 0.140, 0.411, 0.0000347796, 0.0000051989, 28, 0.0000347796, 0.0000051989, 28, 0.271, 1.62, 1.62
51, 0.0001502965, 0.0000000633, 100, 0.660, 0.989, 0.0001990105, 0.0000001000, 34, 0.0001990105, 0.0000001000, 34, 0.329, 1.32, 1.32
52, 0.0002258043, 0.0000001596, 89, 0.403, 1.196, 0.0002531719, 0.0000005222, 82, 0.0002531719, 0.0000005222, 82, 0.793, 1.12, 1.12
53, 0.0002460420, 0.0000034317, 100, 0.588, 1.836, 0.0002589177, 0.0000004369, 129, 0.0002589177, 0.0000004369, 129, 1.248, 1.05, 1.05
54, 0.0026954630, 0.0000015132, 100, 0.884, 3.785, 0.0027242505, 0.0000013040, 239, 0.0027068091, 0.0000002582, 351, 3.395, 1.01, 1.00
55, 0.0004034988, 0.0000000358, 100, 0.921, 3.822, 0.0004169852, 0.0000002085, 295, 0.0004034798, 0.0000001676, 657, 6.354, 1.03, 1.00
56, 0.0002849858, 0.0000001966, 89, 0.643, 0.894, 0.0003930768, 0.0000001731, 26, 0.0003930768, 0.0000001731, 26, 0.251, 1.38, 1.38
57, 0.0002472688, 0.0000003016, 100, 0.610, 1.065, 0.0003161702, 0.0000241888, 47, 0.0003161702, 0.0000241888, 47, 0.455, 1.28, 1.28
58, 0.0003559910, 0.0000011100, 89, 0.425, 1.064, 0.0003743297, 0.0000008914, 66, 0.0003743297, 0.0000008914, 66, 0.638, 1.05, 1.05
59, 0.0000035466, 0.0000000407, 10, 0.082, 0.537, 0.0000035466, 0.0000000407, 47, 0.0000035466, 0.0000000407, 47, 0.455, 1.00, 1.00
60, 0.0000005063, 0.0000000384, 10, 0.077, 0.087, 0.0000061693, 0.0000000345, 1, 0.0000061693, 0.0000000345, 1, 0.010, 12.18, 12.18
61, 0.0000920376, 0.0000002144, 14, 0.095, 0.434, 0.0000920376, 0.0000002144, 35, 0.0000920376, 0.0000002144, 35, 0.339, 1.00, 1.00
62, 0.0000072742, 0.0000000512, 22, 0.176, 0.446, 0.0000073287, 0.0000000035, 28, 0.0000073287, 0.0000000035, 28, 0.271, 1.01, 1.01
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000134306, 0.0000001128, 10, 0.079, 0.089, 0.0000134306, 0.0000001128, 1, 0.0000134306, 0.0000001128, 1, 0.010, 1.00, 1.00
1, 0.0000085636, 0.0000000296, 10, 0.084, 0.539, 0.0000085636, 0.0000000296, 47, 0.0000085636, 0.0000000296, 47, 0.455, 1.00, 1.00
2, 0.0002670283, 0.0000001364, 100, 0.566, 0.750, 0.0002758687, 0.0000003125, 19, 0.0002758687, 0.0000003125, 19, 0.184, 1.03, 1.03
3, 0.0005144943, 0.0000011699, 89, 0.495, 1.597, 0.0005975573, 0.0000000552, 114, 0.0005975573, 0.0000000552, 114, 1.103, 1.16, 1.16
4, 0.0004066970, 0.0000106356, 100, 0.522, 1.161, 0.0004204678, 0.0000020822, 66, 0.0004204678, 0.0000020822, 66, 0.638, 1.03, 1.03
5, 0.0000096327, 0.0000000293, 10, 0.079, 0.089, 0.0000096327, 0.0000000293, 1, 0.0000096327, 0.0000000293, 1, 0.010, 1.00, 1.00
6, 0.0000051114, 0.0000000916, 10, 0.086, 0.618, 0.0000051114, 0.0000000916, 55, 0.0000051114, 0.0000000916, 55, 0.532, 1.00, 1.00
7, 0.0001426815, 0.0000001462, 100, 0.520, 0.684, 0.0001870726, 0.0000007299, 17, 0.0001870726, 0.0000007299, 17, 0.164, 1.31, 1.31
8, 0.0003299322, 0.0000001616, 100, 0.489, 1.408, 0.0003337153, 0.0000007150, 95, 0.0003337153, 0.0000007150, 95, 0.919, 1.01, 1.01
9, 0.0007527308, 0.0000007829, 31, 0.216, 2.112, 0.0007527308, 0.0000007829, 196, 0.0007527308, 0.0000007829, 196, 1.896, 1.00, 1.00
10, 0.0002302425, 0.0000000766, 89, 0.490, 1.158, 0.0002311480, 0.0000003212, 69, 0.0002311480, 0.0000003212, 69, 0.667, 1.00, 1.00
11, 0.0002631765, 0.0000003185, 100, 0.484, 1.267, 0.0002735456, 0.0000000935, 81, 0.0002735456, 0.0000000935, 81, 0.783, 1.04, 1.04
12, 0.0002329135, 0.0000004151, 100, 0.600, 2.360, 0.0002572956, 0.0000008955, 182, 0.0002572956, 0.0000008955, 182, 1.760, 1.10, 1.10
13, 0.0000047065, 0.0000000917, 10, 0.083, 0.344, 0.0000047065, 0.0000000917, 27, 0.0000047065, 0.0000000917, 27, 0.261, 1.00, 1.00
14, 0.0001970363, 0.0000000591, 100, 0.696, 1.064, 0.0002455243, 0.0000004057, 38, 0.0002455243, 0.0000004057, 38, 0.368, 1.25, 1.25
15, 0.0007076804, 0.0000002886, 31, 0.229, 3.324, 0.0007076804, 0.0000002886, 320, 0.0007076804, 0.0000002886, 320, 3.095, 1.00, 1.00
16, 0.0007029710, 0.0000010817, 100, 0.780, 2.124, 0.0007178929, 0.0000003021, 139, 0.0007178929, 0.0000003021, 139, 1.344, 1.02, 1.02
17, 0.0004938872, 0.0000001719, 31, 0.155, 3.027, 0.0004938872, 0.0000001719, 297, 0.0004938872, 0.0000001719, 297, 2.873, 1.00, 1.00
18, 0.0005874857, 0.0000011205, 60, 0.346, 1.594, 0.0005892590, 0.0000000970, 129, 0.0005892590, 0.0000000970, 129, 1.248, 1.00, 1.00
19, 0.0003352497, 0.0000001868, 100, 0.625, 3.149, 0.0003403186, 0.0000003477, 261, 0.0003403186, 0.0000003477, 261, 2.524, 1.02, 1.02
20, 0.0004933987, 0.0000001025, 89, 0.486, 2.353, 0.0005037680, 0.0000001549, 193, 0.0005037680, 0.0000001549, 193, 1.867, 1.02, 1.02
21, 0.0005893918, 0.0000005265, 100, 0.577, 1.293, 0.0005952605, 0.0000006670, 74, 0.0005952605, 0.0000006670, 74, 0.716, 1.01, 1.01
22, 0.0000254710, 0.0000001954, 10, 0.078, 0.088, 0.0000263094, 0.0000001857, 1, 0.0000263094, 0.0000001857, 1, 0.010, 1.03, 1.03
23, 0.0000230795, 0.0000006637, 9, 0.083, 0.170, 0.0000230795, 0.0000006637, 9, 0.0000230795, 0.0000006637, 9, 0.087, 1.00, 1.00
24, 0.0003400553, 0.0000002766, 60, 0.335, 1.099, 0.0003436914, 0.0000001277, 79, 0.0003436914, 0.0000001277, 79, 0.764, 1.01, 1.01
25, 0.0004908840, 0.0000002809, 100, 0.715, 1.711, 0.0005577804, 0.0000186381, 103, 0.0005577804, 0.0000186381, 103, 0.996, 1.14, 1.14
26, 0.0003077325, 0.0000001897, 60, 0.550, 1.198, 0.0003122459, 0.0000000487, 67, 0.0003122459, 0.0000000487, 67, 0.648, 1.01, 1.01
27, 0.0003219533, 0.0000003376, 100, 0.617, 1.507, 0.0003475876, 0.0000000761, 92, 0.0003475876, 0.0000000761, 92, 0.890, 1.08, 1.08
28, 0.0004942222, 0.0000004346, 54, 0.459, 1.610, 0.0004973021, 0.0000002280, 119, 0.0004973021, 0.0000002280, 119, 1.151, 1.01, 1.01
29, 0.0000077336, 0.0000002138, 10, 0.114, 0.327, 0.0000077336, 0.0000002138, 22, 0.0000077336, 0.0000002138, 22, 0.213, 1.00, 1.00
30, 0.0002658773, 0.0000004390, 100, 0.573, 0.979, 0.0002837306, 0.0000001168, 42, 0.0002837306, 0.0000001168, 42, 0.406, 1.07, 1.07
31, 0.0000097523, 0.0000000142, 10, 0.079, 0.089, 0.0000097523, 0.0000000142, 1, 0.0000097523, 0.0000000142, 1, 0.010, 1.00, 1.00
32, 0.0000263010, 0.0000003324, 19, 0.168, 0.623, 0.0000309716, 0.0000019752, 47, 0.0000309716, 0.0000019752, 47, 0.455, 1.18, 1.18
33, 0.0002572720, 0.0000001644, 89, 0.381, 0.449, 0.0002809199, 0.0000214497, 7, 0.0002809199, 0.0000214497, 7, 0.068, 1.09, 1.09
34, 0.0000086355, 0.0000000662, 10, 0.079, 0.098, 0.0000086355, 0.0000000662, 2, 0.0000086355, 0.0000000662, 2, 0.019, 1.00, 1.00
35, 0.0000237347, 0.0000001472, 28, 0.249, 0.433, 0.0000262629, 0.0000015704, 19, 0.0000262629, 0.0000015704, 19, 0.184, 1.11, 1.11
36, 0.0002395160, 0.0000001866, 100, 0.493, 0.676, 0.0002547712, 0.0000001504, 19, 0.0002547712, 0.0000001504, 19, 0.184, 1.06, 1.06
37, 0.0000068940, 0.0000001069, 10, 0.080, 0.099, 0.0000068940, 0.0000001069, 2, 0.0000068940, 0.0000001069, 2, 0.019, 1.00, 1.00
38, 0.0000210213, 0.0000000440, 9, 0.082, 0.449, 0.0000210213, 0.0000000440, 38, 0.0000210213, 0.0000000440, 38, 0.368, 1.00, 1.00
39, 0.0001015433, 0.0000001676, 100, 0.577, 1.012, 0.0001126790, 0.0000002616, 45, 0.0001126790, 0.0000002616, 45, 0.435, 1.11, 1.11
40, 0.0006937396, 0.0000001952, 28, 0.183, 2.795, 0.0006937396, 0.0000001952, 270, 0.0006937396, 0.0000001952, 270, 2.611, 1.00, 1.00
41, 0.0010363517, 0.0000013189, 60, 0.368, 4.671, 0.0010382920, 0.0000010175, 445, 0.0010382920, 0.0000010175, 445, 4.304, 1.00, 1.00
42, 0.0001540618, 0.0000001294, 100, 0.570, 1.064, 0.0002208381, 0.0000000786, 51, 0.0002208381, 0.0000000786, 51, 0.493, 1.43, 1.43
43, 0.0009120302, 0.0000010284, 100, 0.815, 3.359, 0.0009266613, 0.0000002446, 263, 0.0009266613, 0.0000002446, 263, 2.544, 1.02, 1.02
44, 0.0002154173, 0.0000003204, 99, 0.812, 1.353, 0.0003316367, 0.0000059590, 56, 0.0003316367, 0.0000059590, 56, 0.542, 1.54, 1.54
45, 0.0021089632, 0.0000010044, 100, 0.596, 2.763, 0.0021498565, 0.0000023223, 224, 0.0021498565, 0.0000023223, 224, 2.166, 1.02, 1.02
46, 0.0042986707, 0.0000076772, 89, 1.151, 6.132, 0.0043238177, 0.0000278068, 515, 0.0043238177, 0.0000278068, 515, 4.981, 1.01, 1.01
47, 0.0000396665, 0.0000148285, 15, 0.147, 0.379, 0.0000471029, 0.0000018947, 24, 0.0000471029, 0.0000018947, 24, 0.232, 1.19, 1.19
48, 0.0004007407, 0.0000006963, 100, 0.634, 0.741, 0.0004882198, 0.0000015502, 11, 0.0004882198, 0.0000015502, 11, 0.106, 1.22, 1.22
49, 0.0069790518, 0.0000033229, 100, 0.807, 9.869, 0.0070376548, 0.0000245041, 937, 0.0070376548, 0.0000245041, 937, 9.062, 1.01, 1.01
50, 0.0000195373, 0.0000002855, 14, 0.307, 0.578, 0.0000347796, 0.0000051989, 28, 0.0000347796, 0.0000051989, 28, 0.271, 1.78, 1.78
51, 0.0001773708, 0.0000001946, 100, 0.740, 1.069, 0.0001990105, 0.0000001000, 34, 0.0001990105, 0.0000001000, 34, 0.329, 1.12, 1.12
52, 0.0002263957, 0.0000001493, 100, 0.503, 1.296, 0.0002531719, 0.0000005222, 82, 0.0002531719, 0.0000005222, 82, 0.793, 1.12, 1.12
53, 0.0002548527, 0.0000000968, 89, 0.485, 1.733, 0.0002589177, 0.0000004369, 129, 0.0002589177, 0.0000004369, 129, 1.248, 1.02, 1.02
54, 0.0026751323, 0.0000032068, 100, 0.826, 4.221, 0.0027068091, 0.0000002582, 351, 0.0027068091, 0.0000002582, 351, 3.395, 1.01, 1.01
55, 0.0004029890, 0.0000002220, 89, 0.730, 7.084, 0.0004034798, 0.0000001676, 657, 0.0004034798, 0.0000001676, 657, 6.354, 1.00, 1.00
56, 0.0002845867, 0.0000002199, 89, 0.606, 0.857, 0.0003930768, 0.0000001731, 26, 0.0003930768, 0.0000001731, 26, 0.251, 1.38, 1.38
57, 0.0002469687, 0.0000002900, 100, 0.724, 1.179, 0.0003161702, 0.0000241888, 47, 0.0003161702, 0.0000241888, 47, 0.455, 1.28, 1.28
58, 0.0003554863, 0.0000007267, 60, 0.282, 0.920, 0.0003743297, 0.0000008914, 66, 0.0003743297, 0.0000008914, 66, 0.638, 1.05, 1.05
59, 0.0000035466, 0.0000000407, 10, 0.083, 0.537, 0.0000035466, 0.0000000407, 47, 0.0000035466, 0.0000000407, 47, 0.455, 1.00, 1.00
60, 0.0000005277, 0.0000000270, 10, 0.077, 0.087, 0.0000061693, 0.0000000345, 1, 0.0000061693, 0.0000000345, 1, 0.010, 11.69, 11.69
61, 0.0000920376, 0.0000002144, 14, 0.092, 0.431, 0.0000920376, 0.0000002144, 35, 0.0000920376, 0.0000002144, 35, 0.339, 1.00, 1.00
62, 0.0000073287, 0.0000000035, 12, 0.089, 0.360, 0.0000073287, 0.0000000035, 28, 0.0000073287, 0.0000000035, 28, 0.271, 1.00, 1.00
BENCH: googlenet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0000623413, 0.0000001346, 100, 0.562, 0.572, 0.0004661974, 0.0000002008, 1, 0.0000490135, 0.0000000348, 10, 0.102, 7.48, 0.79
1, 0.0002133465, 0.0000005738, 94, 0.561, 0.571, 0.0003545259, 0.0000000267, 1, 0.0000743861, 0.0000004128, 63, 0.644, 1.66, 0.35
2, 0.0002198387, 0.0000000614, 100, 0.592, 0.602, 0.0017295167, 0.0000025138, 1, 0.0001603151, 0.0000003941, 70, 0.715, 7.87, 0.73
3, 0.0009851467, 0.0000309325, 100, 0.671, 0.681, 0.0023723410, 0.0001724701, 1, 0.0006428562, 0.0000003733, 148, 1.512, 2.41, 0.65
4, 0.0000247623, 0.0000001249, 19, 0.231, 0.241, 0.0000248333, 0.0000000286, 1, 0.0000084238, 0.0000000295, 51, 0.521, 1.00, 0.34
5, 0.0001124575, 0.0000001896, 100, 0.601, 0.611, 0.0002322232, 0.0000001748, 1, 0.0001168760, 0.0000062085, 75, 0.766, 2.06, 1.04
6, 0.0000589765, 0.0000002532, 100, 0.997, 1.007, 0.0007021796, 0.0000033060, 1, 0.0000329295, 0.0000000122, 33, 0.337, 11.91, 0.56
7, 0.0001847032, 0.0000053782, 89, 0.562, 0.572, 0.0002384436, 0.0000000135, 1, 0.0000613957, 0.0000044157, 40, 0.409, 1.29, 0.33
8, 0.0001628015, 0.0000001330, 100, 0.596, 0.606, 0.0013224692, 0.0000005960, 1, 0.0002546353, 0.0000010720, 4, 0.041, 8.12, 1.56
9, 0.0012803487, 0.0000014004, 56, 0.390, 0.400, 0.0027469819, 0.0001169174, 1, 0.0004571504, 0.0000001607, 112, 1.144, 2.15, 0.36
10, 0.0001503308, 0.0000001179, 27, 0.258, 0.268, 0.0001526395, 0.0000000415, 1, 0.0000457682, 0.0000013474, 45, 0.460, 1.02, 0.30
11, 0.0003589072, 0.0000000518, 100, 0.529, 0.539, 0.0007727701, 0.0000005209, 1, 0.0003094993, 0.0000080722, 105, 1.073, 2.15, 0.86
12, 0.0001051047, 0.0000001745, 100, 0.783, 0.793, 0.0001556693, 0.0000027947, 1, 0.0000870699, 0.0000001169, 12, 0.123, 1.48, 0.83
13, 0.0002821240, 0.0000001400, 100, 0.734, 0.744, 0.0005164392, 0.0000008529, 1, 0.0001840078, 0.0000000527, 77, 0.787, 1.83, 0.65
14, 0.0005369482, 0.0000017546, 60, 0.561, 0.572, 0.0009075127, 0.0000028802, 1, 0.0003763925, 0.0000024984, 123, 1.256, 1.69, 0.70
15, 0.0031239237, 0.0000023123, 100, 0.946, 0.956, 0.0096178817, 0.0000014567, 1, 0.0016991875, 0.0000009849, 297, 3.034, 3.08, 0.54
16, 0.0001367970, 0.0000003658, 100, 0.661, 0.671, 0.0004831348, 0.0000072877, 1, 0.0001292032, 0.0000034257, 36, 0.368, 3.53, 0.94
17, 0.0001066592, 0.0000004149, 100, 1.054, 1.064, 0.0003998078, 0.0000000234, 1, 0.0001040093, 0.0000016738, 64, 0.654, 3.75, 0.98
18, 0.0004163555, 0.0000003462, 100, 0.659, 0.670, 0.0008050911, 0.0000010466, 1, 0.0003646790, 0.0000013746, 97, 0.991, 1.93, 0.88
19, 0.0020088073, 0.0000534992, 93, 1.011, 1.021, 0.0034044346, 0.0000062250, 1, 0.0015062680, 0.0000007709, 249, 2.544, 1.69, 0.75
20, 0.0013365850, 0.0000408840, 100, 0.837, 0.847, 0.0078091909, 0.0000015471, 1, 0.0011305699, 0.0000008410, 214, 2.186, 5.84, 0.85
21, 0.0000516318, 0.0000002091, 36, 0.348, 0.358, 0.0001667193, 0.0000001059, 1, 0.0000454451, 0.0000036159, 16, 0.163, 3.23, 0.88
22, 0.0001506465, 0.0000002342, 100, 0.468, 0.478, 0.0003851636, 0.0000166030, 1, 0.0001541744, 0.0000007734, 117, 1.195, 2.56, 1.02
23, 0.0000709527, 0.0000001852, 100, 0.904, 0.914, 0.0006200494, 0.0000021314, 1, 0.0000722153, 0.0000000726, 7, 0.072, 8.74, 1.02
24, 0.0000873375, 0.0000002520, 73, 1.258, 1.268, 0.0001383096, 0.0000046128, 1, 0.0000844426, 0.0000000637, 30, 0.306, 1.58, 0.97
25, 0.0029122188, 0.0000441870, 53, 0.751, 0.761, 0.0055234061, 0.0000013150, 1, 0.0010202643, 0.0000003001, 195, 1.992, 1.90, 0.35
26, 0.0001351643, 0.0000001298, 10, 0.092, 0.102, 0.0001351643, 0.0000001298, 1, 0.0000400763, 0.0000000344, 49, 0.501, 1.00, 0.30
27, 0.0001549885, 0.0000006816, 100, 0.843, 0.853, 0.0005406566, 0.0000021840, 1, 0.0001709234, 0.0000000585, 43, 0.439, 3.49, 1.10
28, 0.0000432128, 0.0000003037, 100, 0.481, 0.491, 0.0001159132, 0.0000002011, 1, 0.0000528386, 0.0000000156, 33, 0.337, 2.68, 1.22
29, 0.0001891287, 0.0000044022, 96, 0.688, 0.698, 0.0002567250, 0.0000003495, 1, 0.0000396232, 0.0000001781, 34, 0.347, 1.36, 0.21
30, 0.0003251993, 0.0000002954, 100, 0.738, 0.748, 0.0029583486, 0.0000003337, 1, 0.0002422501, 0.0000001185, 16, 0.163, 9.10, 0.74
31, 0.0013762600, 0.0000019430, 94, 0.877, 0.887, 0.0053382806, 0.0000020704, 1, 0.0006836130, 0.0000015574, 130, 1.328, 3.88, 0.50
32, 0.0001295830, 0.0000006718, 27, 0.260, 0.270, 0.0003452305, 0.0000004446, 1, 0.0000995922, 0.0000000801, 3, 0.031, 2.66, 0.77
33, 0.0004726983, 0.0000002512, 100, 0.614, 0.624, 0.0019225277, 0.0000003512, 1, 0.0003061610, 0.0000001659, 99, 1.011, 4.07, 0.65
34, 0.0001307127, 0.0000001173, 100, 0.618, 0.629, 0.0005995659, 0.0000003360, 1, 0.0002156173, 0.0000112458, 62, 0.633, 4.59, 1.65
35, 0.0014071842, 0.0000038396, 96, 0.906, 0.916, 0.0035768657, 0.0000003007, 1, 0.0004482394, 0.0000004979, 111, 1.134, 2.54, 0.32
36, 0.0060679288, 0.0000004906, 96, 1.433, 1.443, 0.0121758089, 0.0000028872, 1, 0.0032624872, 0.0000006628, 708, 7.232, 2.01, 0.54
37, 0.0001339952, 0.0000007440, 60, 0.632, 0.642, 0.0001575642, 0.0000000988, 1, 0.0000918247, 0.0000006831, 4, 0.041, 1.18, 0.69
38, 0.0002043025, 0.0000003682, 99, 0.844, 0.854, 0.0004385945, 0.0000003690, 1, 0.0001593622, 0.0000018635, 37, 0.378, 2.15, 0.78
39, 0.0000791913, 0.0000000555, 100, 0.685, 0.695, 0.0003838342, 0.0000000177, 1, 0.0000835442, 0.0000000972, 18, 0.184, 4.85, 1.05
40, 0.0000844720, 0.0000001935, 100, 0.821, 0.831, 0.0000987183, 0.0000001051, 1, 0.0000931891, 0.0000006547, 39, 0.398, 1.17, 1.10
