BENCH: vgg13
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
24, 0.0002017006, 0.0000000149, 50, 3.23, 4.93, 0.0002017006, 0.0000000149, 2, 0.0001861467, 0.0000001123, 126, 1.00, 0.92
25, 0.0000713949, 0.0000000617, 48, 1.12, 2.21, 0.0000713949, 0.0000000617, 16, 0.0000713949, 0.0000000617, 16, 1.00, 1.00
26, 0.0000280003, 0.0000004541, 38, 0.58, 2.28, 0.0000301024, 0.0000001270, 13, 0.0000250809, 0.0000000328, 64, 1.08, 0.90
TOP: 50
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-50 time(s), Meta-50 std(s), trials-50, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-50, speedup-10k
0, 0.0000149568, 0.0000007955, 11, 0.14, 0.27, 0.0000456555, 0.0000202265, 2, 0.0000456555, 0.0000202265, 2, 3.05, 3.05
1, 0.0005310200, 0.0000009726, 77, 2.84, 6.24, 0.0007239377, 0.0000195468, 41, 0.0004191233, 0.0000008247, 206, 1.36, 0.79
2, 0.0000912208, 0.0000001372, 11, 0.32, 0.38, 0.0000912208, 0.0000001372, 1, 0.0000912208, 0.0000001372, 1, 1.00, 1.00
3, 0.0066907084, 0.0000008991, 10, 1.89, 5.28, 0.0066907084, 0.0000008991, 11, 0.0021683221, 0.0000050128, 769, 1.00, 0.32
4, 0.0000231667, 0.0000006883, 11, 0.24, 2.21, 0.0000231667, 0.0000006883, 29, 0.0000231667, 0.0000006883, 29, 1.00, 1.00
5, 0.0028384637, 0.0000043299, 98, 7.67, 11.07, 0.0029020520, 0.0000607876, 50, 0.0011673194, 0.0000004795, 386, 1.02, 0.41
6, 0.0064744725, 0.0000114480, 99, 8.19, 11.59, 0.0151280489, 0.0000014035, 32, 0.0022861601, 0.0000079264, 1013, 2.34, 0.35
7, 0.0000177476, 0.0000000044, 15, 0.38, 3.23, 0.0000177476, 0.0000000044, 42, 0.0000177476, 0.0000000044, 42, 1.00, 1.00
8, 0.0000150222, 0.0000000119, 11, 0.19, 0.32, 0.0000150222, 0.0000000119, 2, 0.0000150222, 0.0000000119, 2, 1.00, 1.00
9, 0.0050151181, 0.0000044887, 11, 2.82, 6.22, 0.0050151181, 0.0000044887, 44, 0.0011077176, 0.0000000766, 405, 1.00, 0.22
10, 0.0000222588, 0.0000000013, 11, 0.17, 0.24, 0.0000222588, 0.0000000013, 1, 0.0000222588, 0.0000000013, 1, 1.00, 1.00
11, 0.0050930950, 0.0000044337, 92, 12.96, 16.35, 0.0057288459, 0.0000002660, 22, 0.0028661080, 0.0000067739, 899, 1.12, 0.56
12, 0.0000163003, 0.0000008154, 16, 0.25, 2.02, 0.0000168371, 0.0000000447, 26, 0.0000168371, 0.0000000447, 26, 1.03, 1.03
13, 0.0000148529, 0.0000000092, 11, 0.14, 0.27, 0.0000148529, 0.0000000092, 2, 0.0000148529, 0.0000000092, 2, 1.00, 1.00
14, 0.0034532922, 0.0000088594, 61, 4.24, 7.63, 0.0108930533, 0.0000029290, 47, 0.0014048760, 0.0000034823, 712, 3.15, 0.41
15, 0.0000181861, 0.0000000333, 11, 0.15, 0.22, 0.0000181861, 0.0000000333, 1, 0.0000181861, 0.0000000333, 1, 1.00, 1.00
16, 0.0173226045, 0.0000574168, 99, 11.13, 14.52, 0.0392198374, 0.0009051780, 31, 0.0061063600, 0.0000024805, 2182, 2.26, 0.35
17, 0.0000139209, 0.0000000311, 16, 0.20, 0.26, 0.0000139209, 0.0000000311, 1, 0.0000139209, 0.0000000311, 1, 1.00, 1.00
18, 0.0000123356, 0.0000000998, 11, 0.14, 0.34, 0.0000123356, 0.0000000998, 3, 0.0000123356, 0.0000000998, 3, 1.00, 1.00
19, 0.0037513700, 0.0000050542, 92, 3.31, 6.70, 0.0109669109, 0.0000122584, 42, 0.0012228544, 0.0000034540, 1089, 2.92, 0.33
20, 0.0000096949, 0.0000000476, 15, 0.30, 3.70, 0.0000096949, 0.0000000476, 42, 0.0000096179, 0.0000000357, 58, 1.00, 0.99
21, 0.0000088702, 0.0000001600, 15, 0.19, 0.47, 0.0000089923, 0.0000000153, 4, 0.0000089923, 0.0000000153, 4, 1.01, 1.01
22, 0.0000248885, 0.0000009079, 11, 0.14, 0.20, 0.0000920235, 0.0000002321, 1, 0.0000920235, 0.0000002321, 1, 3.70, 3.70
23, 0.0008796824, 0.0000020197, 50, 15.06, 18.45, 0.0008796824, 0.0000020197, 50, 0.0007390946, 0.0000021845, 349, 1.00, 0.84
24, 0.0002017006, 0.0000000149, 50, 3.30, 6.69, 0.0002017006, 0.0000000149, 2, 0.0001861467, 0.0000001123, 126, 1.00, 0.92
25, 0.0000713949, 0.0000000617, 48, 1.11, 2.20, 0.0000713949, 0.0000000617, 16, 0.0000713949, 0.0000000617, 16, 1.00, 1.00
26, 0.0000263603, 0.0000004045, 38, 0.50, 3.90, 0.0000301024, 0.0000001270, 13, 0.0000250809, 0.0000000328, 64, 1.14, 0.95
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0000154652, 0.0000007656, 11, 0.14, 0.27, 0.0000456555, 0.0000202265, 2, 0.0000456555, 0.0000202265, 2, 2.95, 2.95
1, 0.0005470618, 0.0000015959, 80, 2.61, 9.40, 0.0007111491, 0.0000008731, 97, 0.0004191233, 0.0000008247, 206, 1.30, 0.77
2, 0.0000912208, 0.0000001372, 11, 0.32, 0.38, 0.0000912208, 0.0000001372, 1, 0.0000912208, 0.0000001372, 1, 1.00, 1.00
3, 0.0063069231, 0.0000083333, 19, 3.42, 10.20, 0.0063069231, 0.0000083333, 95, 0.0021683221, 0.0000050128, 769, 1.00, 0.34
4, 0.0000231667, 0.0000006883, 11, 0.25, 2.22, 0.0000231667, 0.0000006883, 29, 0.0000231667, 0.0000006883, 29, 1.00, 1.00
5, 0.0020882013, 0.0000033487, 91, 6.69, 13.47, 0.0020985489, 0.0000048631, 80, 0.0011673194, 0.0000004795, 386, 1.00, 0.56
6, 0.0083154397, 0.0000060893, 69, 3.07, 9.86, 0.0107513000, 0.0000067847, 98, 0.0022861601, 0.0000079264, 1013, 1.29, 0.27
7, 0.0000177476, 0.0000000044, 16, 0.41, 3.26, 0.0000177476, 0.0000000044, 42, 0.0000177476, 0.0000000044, 42, 1.00, 1.00
8, 0.0000150222, 0.0000000119, 11, 0.16, 0.30, 0.0000150222, 0.0000000119, 2, 0.0000150222, 0.0000000119, 2, 1.00, 1.00
9, 0.0013715245, 0.0000006597, 95, 2.97, 9.76, 0.0020069205, 0.0000005808, 94, 0.0011077176, 0.0000000766, 405, 1.46, 0.81
10, 0.0000222588, 0.0000000013, 11, 0.18, 0.25, 0.0000222588, 0.0000000013, 1, 0.0000222588, 0.0000000013, 1, 1.00, 1.00
11, 0.0051497415, 0.0000096425, 95, 11.22, 18.01, 0.0053041697, 0.0000011235, 77, 0.0028661080, 0.0000067739, 899, 1.03, 0.56
12, 0.0000161052, 0.0000006065, 16, 0.25, 2.01, 0.0000168371, 0.0000000447, 26, 0.0000168371, 0.0000000447, 26, 1.05, 1.05
13, 0.0000148529, 0.0000000092, 11, 0.14, 0.27, 0.0000148529, 0.0000000092, 2, 0.0000148529, 0.0000000092, 2, 1.00, 1.00
14, 0.0032694982, 0.0000005928, 15, 1.78, 8.57, 0.0032694982, 0.0000005928, 72, 0.0014048760, 0.0000034823, 712, 1.00, 0.43
15, 0.0000181861, 0.0000000333, 11, 0.15, 0.22, 0.0000181861, 0.0000000333, 1, 0.0000181861, 0.0000000333, 1, 1.00, 1.00
16, 0.0144661285, 0.0000047525, 96, 6.07, 12.86, 0.0180180368, 0.0000011997, 94, 0.0061063600, 0.0000024805, 2182, 1.25, 0.42
17, 0.0000139209, 0.0000000311, 16, 0.19, 0.26, 0.0000139209, 0.0000000311, 1, 0.0000139209, 0.0000000311, 1, 1.00, 1.00
18, 0.0000123356, 0.0000000998, 11, 0.13, 0.34, 0.0000123356, 0.0000000998, 3, 0.0000123356, 0.0000000998, 3, 1.00, 1.00
19, 0.0040378745, 0.0000086637, 92, 3.20, 9.98, 0.0049462920, 0.0002155805, 100, 0.0012228544, 0.0000034540, 1089, 1.22, 0.30
20, 0.0000096179, 0.0000000357, 13, 0.29, 4.23, 0.0000096179, 0.0000000357, 58, 0.0000096179, 0.0000000357, 58, 1.00, 1.00
21, 0.0000089052, 0.0000001700, 15, 0.26, 0.53, 0.0000089923, 0.0000000153, 4, 0.0000089923, 0.0000000153, 4, 1.01, 1.01
22, 0.0000244335, 0.0000009438, 11, 0.14, 0.21, 0.0000920235, 0.0000002321, 1, 0.0000920235, 0.0000002321, 1, 3.77, 3.77
23, 0.0008755069, 0.0000021239, 50, 15.02, 21.80, 0.0008755069, 0.0000021239, 72, 0.0007390946, 0.0000021845, 349, 1.00, 0.84
24, 0.0002017006, 0.0000000149, 50, 3.28, 10.07, 0.0002017006, 0.0000000149, 2, 0.0001861467, 0.0000001123, 126, 1.00, 0.92
25, 0.0000713949, 0.0000000617, 49, 1.13, 2.21, 0.0000713949, 0.0000000617, 16, 0.0000713949, 0.0000000617, 16, 1.00, 1.00
26, 0.0000250809, 0.0000000328, 35, 0.43, 4.77, 0.0000250809, 0.0000000328, 64, 0.0000250809, 0.0000000328, 64, 1.00, 1.00
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000154153, 0.0000007045, 11, 0.14, 0.27, 0.0000456555, 0.0000202265, 2, 0.0000456555, 0.0000202265, 2, 2.96, 2.96
1, 0.0003559932, 0.0000067109, 96, 2.63, 16.21, 0.0005633123, 0.0000000842, 199, 0.0004191233, 0.0000008247, 206, 1.58, 1.18
2, 0.0000912208, 0.0000001372, 11, 0.33, 0.39, 0.0000912208, 0.0000001372, 1, 0.0000912208, 0.0000001372, 1, 1.00, 1.00
3, 0.0045427142, 0.0000021627, 59, 6.10, 19.68, 0.0059089349, 0.0000010631, 146, 0.0021683221, 0.0000050128, 769, 1.30, 0.48
4, 0.0000231667, 0.0000006883, 11, 0.31, 2.28, 0.0000231667, 0.0000006883, 29, 0.0000231667, 0.0000006883, 29, 1.00, 1.00
5, 0.0015759798, 0.0000078747, 95, 4.02, 17.60, 0.0016659175, 0.0000044712, 194, 0.0011673194, 0.0000004795, 386, 1.06, 0.74
6, 0.0070962382, 0.0000067014, 94, 8.10, 21.67, 0.0072779453, 0.0000003501, 192, 0.0022861601, 0.0000079264, 1013, 1.03, 0.32
7, 0.0000177335, 0.0000010670, 13, 0.36, 3.22, 0.0000177476, 0.0000000044, 42, 0.0000177476, 0.0000000044, 42, 1.00, 1.00
8, 0.0000150222, 0.0000000119, 11, 0.18, 0.32, 0.0000150222, 0.0000000119, 2, 0.0000150222, 0.0000000119, 2, 1.00, 1.00
9, 0.0013454312, 0.0000026866, 96, 3.63, 17.21, 0.0013640823, 0.0000008593, 197, 0.0011077176, 0.0000000766, 405, 1.01, 0.82
10, 0.0000221300, 0.0000000884, 11, 0.24, 0.31, 0.0000222588, 0.0000000013, 1, 0.0000222588, 0.0000000013, 1, 1.01, 1.01
11, 0.0047101795, 0.0000051035, 95, 9.43, 23.01, 0.0049803898, 0.0000011631, 199, 0.0028661080, 0.0000067739, 899, 1.06, 0.61
12, 0.0000163018, 0.0000008108, 16, 0.25, 2.01, 0.0000168371, 0.0000000447, 26, 0.0000168371, 0.0000000447, 26, 1.03, 1.03
13, 0.0000145283, 0.0000008485, 11, 0.21, 0.35, 0.0000148529, 0.0000000092, 2, 0.0000148529, 0.0000000092, 2, 1.02, 1.02
14, 0.0030835991, 0.0000051344, 11, 1.30, 14.88, 0.0030835991, 0.0000051344, 162, 0.0014048760, 0.0000034823, 712, 1.00, 0.46
15, 0.0000181861, 0.0000000333, 11, 0.15, 0.22, 0.0000181861, 0.0000000333, 1, 0.0000181861, 0.0000000333, 1, 1.00, 1.00
16, 0.0053292535, 0.0000262181, 92, 15.06, 28.63, 0.0081270994, 0.0000117631, 173, 0.0061063600, 0.0000024805, 2182, 1.52, 1.15
17, 0.0000139209, 0.0000000311, 16, 0.20, 0.26, 0.0000139209, 0.0000000311, 1, 0.0000139209, 0.0000000311, 1, 1.00, 1.00
18, 0.0000123356, 0.0000000998, 11, 0.13, 0.34, 0.0000123356, 0.0000000998, 3, 0.0000123356, 0.0000000998, 3, 1.00, 1.00
19, 0.0040141108, 0.0000160545, 48, 1.77, 15.35, 0.0040531284, 0.0000056151, 197, 0.0012228544, 0.0000034540, 1089, 1.01, 0.30
20, 0.0000096179, 0.0000000357, 13, 0.29, 4.23, 0.0000096179, 0.0000000357, 58, 0.0000096179, 0.0000000357, 58, 1.00, 1.00
21, 0.0000089100, 0.0000001839, 15, 0.18, 0.45, 0.0000089923, 0.0000000153, 4, 0.0000089923, 0.0000000153, 4, 1.01, 1.01
22, 0.0000254818, 0.0000006738, 11, 0.14, 0.20, 0.0000920235, 0.0000002321, 1, 0.0000920235, 0.0000002321, 1, 3.61, 3.61
23, 0.0008755069, 0.0000021239, 50, 14.92, 28.50, 0.0008755069, 0.0000021239, 72, 0.0007390946, 0.0000021845, 349, 1.00, 0.84
24, 0.0001861467, 0.0000001123, 50, 3.38, 11.94, 0.0001861467, 0.0000001123, 126, 0.0001861467, 0.0000001123, 126, 1.00, 1.00
25, 0.0000713949, 0.0000000617, 48, 1.09, 2.17, 0.0000713949, 0.0000000617, 16, 0.0000713949, 0.0000000617, 16, 1.00, 1.00
26, 0.0000250809, 0.0000000328, 35, 0.37, 4.71, 0.0000250809, 0.0000000328, 64, 0.0000250809, 0.0000000328, 64, 1.00, 1.00
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000158968, 0.0000008473, 11, 0.14, 0.27, 0.0000456555, 0.0000202265, 2, 0.0000456555, 0.0000202265, 2, 2.87, 2.87
