BENCH: resnet34
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
17, 0.0000025472, 0.0000001083, 2, 0.15, 0.18, 0.0000025472, 0.0000001083, 1, 0.0000022535, 0.0000000002, 9, 1.00, 0.88
18, 0.0000199713, 0.0000005746, 42, 0.71, 0.74, 0.0000199713, 0.0000005746, 1, 0.0000109417, 0.0000000006, 369, 1.00, 0.55
19, 0.0000180666, 0.0000008463, 12, 0.20, 0.23, 0.0000180666, 0.0000008463, 1, 0.0000033746, 0.0000000000, 102, 1.00, 0.19
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0000143360, 0.0000000000, 89, 1.40, 1.66, 0.0000203444, 0.0000008922, 1, 0.0000111676, 0.0000000001, 86, 1.42, 0.78
1, 0.0000116792, 0.0000001959, 66, 0.67, 0.93, 0.0000116792, 0.0000001959, 65, 0.0000092888, 0.0000000012, 77, 1.00, 0.80
2, 0.0001867092, 0.0000008704, 71, 1.30, 1.56, 0.0003765645, 0.0000174445, 55, 0.0000078430, 0.0000000014, 160, 2.02, 0.04
3, 0.0000201382, 0.0000002414, 85, 1.39, 1.65, 0.0000366593, 0.0000000021, 8, 0.0000249168, 0.0000000183, 781, 1.82, 1.24
4, 0.0000042948, 0.0000000011, 2, 0.16, 0.41, 0.0000042948, 0.0000000011, 64, 0.0000040923, 0.0000000010, 111, 1.00, 0.95
5, 0.0001791997, 0.0000007238, 79, 1.49, 1.75, 0.0004839215, 0.0000229176, 43, 0.0000196722, 0.0000000008, 1743, 2.70, 0.11
6, 0.0000512780, 0.0000000031, 62, 0.94, 1.20, 0.0000512780, 0.0000000031, 3, 0.0000180756, 0.0000000017, 1709, 1.00, 0.35
7, 0.0000593920, 0.0000000000, 93, 1.65, 1.91, 0.0001000232, 0.0000000155, 10, 0.0000254438, 0.0000000013, 431, 1.68, 0.43
8, 0.0000520528, 0.0000004827, 74, 1.52, 1.78, 0.0000730789, 0.0000027962, 65, 0.0000234245, 0.0000000159, 962, 1.40, 0.45
9, 0.0000665597, 0.0000004180, 61, 1.36, 1.61, 0.0003264820, 0.0000119779, 65, 0.0000206096, 0.0000000064, 1122, 4.91, 0.31
10, 0.0000762878, 0.0000004180, 95, 1.31, 1.57, 0.0015050105, 0.0000735752, 14, 0.0000280341, 0.0000000018, 1262, 19.73, 0.37
11, 0.0000515408, 0.0000004827, 95, 1.33, 1.36, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 194020921922747.34, 194020921922747.34
12, 0.0001278292, 0.0000004825, 95, 1.39, 1.65, 0.0001873556, 0.0000012245, 39, 0.0000256432, 0.0000000019, 3950, 1.47, 0.20
13, 0.0076957014, 0.0000006765, 58, 0.69, 0.95, 0.0076957014, 0.0000006765, 10, 0.0000508083, 0.0000000030, 875, 1.00, 0.01
14, 0.0002351783, 0.0000006385, 78, 1.60, 1.86, 0.0018299622, 0.0000045019, 118, 0.0000263245, 0.0000000019, 780, 7.78, 0.11
15, 0.0002421758, 0.0000004180, 86, 1.67, 1.93, 0.0006659663, 0.0000296701, 23, 0.0000273040, 0.0000000031, 2198, 2.75, 0.11
16, 0.0000032717, 0.0000000006, 7, 0.18, 0.43, 0.0000032717, 0.0000000006, 4, 0.0000031201, 0.0000000000, 63, 1.00, 0.95
17, 0.0000022535, 0.0000000002, 2, 0.16, 0.39, 0.0000022535, 0.0000000002, 9, 0.0000022535, 0.0000000002, 9, 1.00, 1.00
18, 0.0000199713, 0.0000005746, 42, 0.72, 0.97, 0.0000199713, 0.0000005746, 1, 0.0000109417, 0.0000000006, 369, 1.00, 0.55
19, 0.0000038994, 0.0000000006, 12, 0.20, 0.46, 0.0000038994, 0.0000000006, 8, 0.0000033746, 0.0000000000, 102, 1.00, 0.87
TOP: 25
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-25 time(s), Meta-25 std(s), trials-25, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-25, speedup-10k
0, 0.0000145067, 0.0000002414, 91, 1.10, 1.74, 0.0000203444, 0.0000008922, 1, 0.0000111676, 0.0000000001, 86, 1.40, 0.77
1, 0.0000116792, 0.0000001959, 66, 0.65, 1.29, 0.0000116792, 0.0000001959, 65, 0.0000092888, 0.0000000012, 77, 1.00, 0.80
2, 0.0001954128, 0.0000002414, 72, 1.33, 1.97, 0.0003765645, 0.0000174445, 55, 0.0000078430, 0.0000000014, 160, 1.93, 0.04
3, 0.0000298667, 0.0000002414, 87, 1.19, 1.83, 0.0000366593, 0.0000000021, 8, 0.0000249168, 0.0000000183, 781, 1.23, 0.83
4, 0.0000042948, 0.0000000011, 2, 0.17, 0.81, 0.0000042948, 0.0000000011, 64, 0.0000040923, 0.0000000010, 111, 1.00, 0.95
5, 0.0002969595, 0.0000000000, 71, 1.63, 2.27, 0.0004839215, 0.0000229176, 43, 0.0000196722, 0.0000000008, 1743, 1.63, 0.07
6, 0.0000332053, 0.0000000016, 61, 0.83, 1.47, 0.0000332053, 0.0000000016, 12, 0.0000180756, 0.0000000017, 1709, 1.00, 0.54
7, 0.0000402768, 0.0000002414, 79, 1.51, 2.16, 0.0000696956, 0.0000000091, 11, 0.0000254438, 0.0000000013, 431, 1.73, 0.63
8, 0.0000576853, 0.0000002414, 74, 1.52, 2.16, 0.0000730789, 0.0000027962, 65, 0.0000234245, 0.0000000159, 962, 1.27, 0.41
9, 0.0001687892, 0.0000004825, 49, 1.41, 2.06, 0.0003264820, 0.0000119779, 65, 0.0000206096, 0.0000000064, 1122, 1.93, 0.12
10, 0.0000583680, 0.0000000000, 74, 1.14, 1.78, 0.0000800864, 0.0000000079, 16, 0.0000280341, 0.0000000018, 1262, 1.37, 0.48
11, 0.0000517115, 0.0000004180, 95, 1.49, 1.52, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 193380582655695.53, 193380582655695.53
12, 0.0001088848, 0.0000004827, 95, 1.54, 2.18, 0.0001873556, 0.0000012245, 39, 0.0000256432, 0.0000000019, 3950, 1.72, 0.24
13, 0.0001448958, 0.0000004183, 95, 1.39, 2.04, 0.0002558405, 0.0000000023, 13, 0.0000508083, 0.0000000030, 875, 1.77, 0.35
14, 0.0001722023, 0.0000002416, 78, 1.62, 2.27, 0.0018299622, 0.0000045019, 118, 0.0000263245, 0.0000000019, 780, 10.63, 0.15
15, 0.0001634985, 0.0000002411, 93, 1.46, 2.11, 0.0002489686, 0.0000000212, 24, 0.0000273040, 0.0000000031, 2198, 1.52, 0.17
16, 0.0000032671, 0.0000000005, 7, 0.19, 0.83, 0.0000032671, 0.0000000005, 13, 0.0000031201, 0.0000000000, 63, 1.00, 0.96
17, 0.0000022535, 0.0000000002, 2, 0.16, 0.39, 0.0000022535, 0.0000000002, 9, 0.0000022535, 0.0000000002, 9, 1.00, 1.00
18, 0.0000164207, 0.0000000002, 46, 0.66, 1.30, 0.0000164207, 0.0000000002, 12, 0.0000109417, 0.0000000006, 369, 1.00, 0.67
19, 0.0000036156, 0.0000000002, 10, 0.19, 0.84, 0.0000036156, 0.0000000002, 16, 0.0000033746, 0.0000000000, 102, 1.00, 0.93
TOP: 50
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-50 time(s), Meta-50 std(s), trials-50, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-50, speedup-10k
0, 0.0000139947, 0.0000002414, 89, 1.41, 2.70, 0.0000203444, 0.0000008922, 1, 0.0000111676, 0.0000000001, 86, 1.45, 0.80
1, 0.0000116792, 0.0000001959, 66, 0.67, 1.96, 0.0000116792, 0.0000001959, 65, 0.0000092888, 0.0000000012, 77, 1.00, 0.80
2, 0.0001896103, 0.0000002416, 70, 1.45, 2.73, 0.0003765645, 0.0000174445, 55, 0.0000078430, 0.0000000014, 160, 1.99, 0.04
3, 0.0000180907, 0.0000006386, 87, 1.44, 2.72, 0.0000366593, 0.0000000021, 8, 0.0000249168, 0.0000000183, 781, 2.03, 1.38
4, 0.0000042948, 0.0000000011, 2, 0.15, 1.44, 0.0000042948, 0.0000000011, 64, 0.0000040923, 0.0000000010, 111, 1.00, 0.95
5, 0.0000372053, 0.0000002414, 94, 1.49, 2.78, 0.0000443289, 0.0000000091, 49, 0.0000196722, 0.0000000008, 1743, 1.19, 0.53
6, 0.0000332053, 0.0000000016, 63, 0.82, 2.11, 0.0000332053, 0.0000000016, 12, 0.0000180756, 0.0000000017, 1709, 1.00, 0.54
7, 0.0000354665, 0.0000000017, 56, 0.65, 1.94, 0.0000354665, 0.0000000017, 28, 0.0000254438, 0.0000000013, 431, 1.00, 0.72
8, 0.0000525648, 0.0000002414, 74, 1.45, 2.74, 0.0000730789, 0.0000027962, 65, 0.0000234245, 0.0000000159, 962, 1.39, 0.45
9, 0.0000667305, 0.0000002411, 59, 1.51, 2.79, 0.0003264820, 0.0000119779, 65, 0.0000206096, 0.0000000064, 1122, 4.89, 0.31
10, 0.0000698025, 0.0000002411, 78, 1.27, 2.56, 0.0000763972, 0.0000000043, 29, 0.0000280341, 0.0000000018, 1262, 1.09, 0.40
11, 0.0000771412, 0.0000008704, 95, 1.44, 1.46, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 129632470341171.06, 129632470341171.06
12, 0.0000709473, 0.0000000143, 61, 0.82, 2.11, 0.0000709473, 0.0000000143, 48, 0.0000256432, 0.0000000019, 3950, 1.00, 0.36
13, 0.0000727037, 0.0000004180, 97, 1.39, 2.67, 0.0002558405, 0.0000000023, 13, 0.0000508083, 0.0000000030, 875, 3.52, 0.70
14, 0.0001747627, 0.0000002414, 80, 1.45, 2.74, 0.0018299622, 0.0000045019, 118, 0.0000263245, 0.0000000019, 780, 10.47, 0.15
15, 0.0000619515, 0.0000000000, 92, 1.54, 2.83, 0.0000831689, 0.0000000021, 48, 0.0000273040, 0.0000000031, 2198, 1.34, 0.44
16, 0.0000032538, 0.0000000004, 2, 0.15, 1.44, 0.0000032538, 0.0000000004, 43, 0.0000031201, 0.0000000000, 63, 1.00, 0.96
17, 0.0000022535, 0.0000000002, 2, 0.15, 0.38, 0.0000022535, 0.0000000002, 9, 0.0000022535, 0.0000000002, 9, 1.00, 1.00
18, 0.0000164207, 0.0000000002, 46, 0.65, 1.94, 0.0000164207, 0.0000000002, 12, 0.0000109417, 0.0000000006, 369, 1.00, 0.67
19, 0.0000036156, 0.0000000002, 10, 0.19, 1.48, 0.0000036156, 0.0000000002, 16, 0.0000033746, 0.0000000000, 102, 1.00, 0.93
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0000111676, 0.0000000001, 66, 0.64, 2.86, 0.0000111676, 0.0000000001, 86, 0.0000111676, 0.0000000001, 86, 1.00, 1.00
1, 0.0000092888, 0.0000000012, 57, 0.64, 2.63, 0.0000092888, 0.0000000012, 77, 0.0000092888, 0.0000000012, 77, 1.00, 1.00
2, 0.0000100315, 0.0000000007, 61, 0.72, 3.29, 0.0000100315, 0.0000000007, 62, 0.0000078430, 0.0000000014, 160, 1.00, 0.78
3, 0.0000172373, 0.0000002414, 87, 1.40, 3.97, 0.0000366593, 0.0000000021, 8, 0.0000249168, 0.0000000183, 781, 2.13, 1.45
4, 0.0000041042, 0.0000000004, 2, 0.15, 2.73, 0.0000041042, 0.0000000004, 66, 0.0000040923, 0.0000000010, 111, 1.00, 1.00
5, 0.0000315118, 0.0000000021, 43, 0.83, 3.41, 0.0000315118, 0.0000000021, 85, 0.0000196722, 0.0000000008, 1743, 1.00, 0.62
6, 0.0000314207, 0.0000000023, 34, 0.81, 3.39, 0.0000314207, 0.0000000023, 52, 0.0000180756, 0.0000000017, 1709, 1.00, 0.58
7, 0.0000354665, 0.0000000017, 55, 0.65, 3.22, 0.0000354665, 0.0000000017, 28, 0.0000254438, 0.0000000013, 431, 1.00, 0.72
8, 0.0000296674, 0.0000000042, 33, 0.73, 3.30, 0.0000296674, 0.0000000042, 98, 0.0000234245, 0.0000000159, 962, 1.00, 0.79
9, 0.0000304927, 0.0000000078, 49, 0.73, 3.31, 0.0000304927, 0.0000000078, 87, 0.0000206096, 0.0000000064, 1122, 1.00, 0.68
10, 0.0000416422, 0.0000004827, 94, 1.36, 3.93, 0.0000664464, 0.0000000075, 83, 0.0000280341, 0.0000000018, 1262, 1.60, 0.67
11, 0.0000518822, 0.0000002414, 95, 1.64, 1.67, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 192744456187578.91, 192744456187578.91
12, 0.0000674125, 0.0000000067, 34, 0.62, 3.19, 0.0000674125, 0.0000000067, 66, 0.0000256432, 0.0000000019, 3950, 1.00, 0.38
13, 0.0000918183, 0.0000002416, 92, 1.28, 3.85, 0.0001332703, 0.0000000123, 73, 0.0000508083, 0.0000000030, 875, 1.45, 0.55
14, 0.0002042878, 0.0000004178, 80, 1.58, 4.16, 0.0018299622, 0.0000045019, 118, 0.0000263245, 0.0000000019, 780, 8.96, 0.13
15, 0.0000394235, 0.0000004180, 61, 1.39, 3.96, 0.0000553603, 0.0000000052, 57, 0.0000273040, 0.0000000031, 2198, 1.40, 0.69
16, 0.0000031201, 0.0000000000, 6, 0.17, 1.80, 0.0000031201, 0.0000000000, 63, 0.0000031201, 0.0000000000, 63, 1.00, 1.00
17, 0.0000022535, 0.0000000002, 2, 0.16, 0.39, 0.0000022535, 0.0000000002, 9, 0.0000022535, 0.0000000002, 9, 1.00, 1.00
18, 0.0000140581, 0.0000000007, 46, 0.69, 3.26, 0.0000140581, 0.0000000007, 87, 0.0000109417, 0.0000000006, 369, 1.00, 0.78
19, 0.0000034110, 0.0000000001, 12, 0.20, 2.77, 0.0000034110, 0.0000000001, 95, 0.0000033746, 0.0000000000, 102, 1.00, 0.99
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000111676, 0.0000000001, 66, 0.68, 2.90, 0.0000111676, 0.0000000001, 86, 0.0000111676, 0.0000000001, 86, 1.00, 1.00
1, 0.0000092888, 0.0000000012, 57, 0.65, 2.63, 0.0000092888, 0.0000000012, 77, 0.0000092888, 0.0000000012, 77, 1.00, 1.00
2, 0.0000078430, 0.0000000014, 58, 0.72, 4.83, 0.0000078430, 0.0000000014, 160, 0.0000078430, 0.0000000014, 160, 1.00, 1.00
3, 0.0000143357, 0.0000008361, 89, 1.38, 6.53, 0.0000323059, 0.0000001432, 115, 0.0000249168, 0.0000000183, 781, 2.25, 1.74
4, 0.0000040923, 0.0000000010, 2, 0.16, 3.01, 0.0000040923, 0.0000000010, 111, 0.0000040923, 0.0000000010, 111, 1.00, 1.00
5, 0.0000240640, 0.0000004180, 100, 1.44, 6.59, 0.0000297000, 0.0000000011, 168, 0.0000196722, 0.0000000008, 1743, 1.23, 0.82
6, 0.0000236332, 0.0000000030, 45, 0.74, 5.89, 0.0000236332, 0.0000000030, 194, 0.0000180756, 0.0000000017, 1709, 1.00, 0.76
7, 0.0000274657, 0.0000000008, 66, 0.72, 5.87, 0.0000274657, 0.0000000008, 104, 0.0000254438, 0.0000000013, 431, 1.00, 0.93
8, 0.0000296674, 0.0000000042, 33, 0.78, 5.93, 0.0000296674, 0.0000000042, 98, 0.0000234245, 0.0000000159, 962, 1.00, 0.79
9, 0.0000286086, 0.0000000023, 51, 0.77, 5.92, 0.0000286086, 0.0000000023, 176, 0.0000206096, 0.0000000064, 1122, 1.00, 0.72
10, 0.0000506475, 0.0000000037, 62, 0.79, 5.94, 0.0000506475, 0.0000000037, 194, 0.0000280341, 0.0000000018, 1262, 1.00, 0.55
11, 0.0000517115, 0.0000004180, 95, 1.44, 1.47, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 193380582655695.53, 193380582655695.53
12, 0.0000497659, 0.0000000016, 43, 0.79, 5.93, 0.0000497659, 0.0000000016, 200, 0.0000256432, 0.0000000019, 3950, 1.00, 0.52
13, 0.0000592213, 0.0000008702, 99, 1.24, 6.39, 0.0000707075, 0.0000000045, 195, 0.0000508083, 0.0000000030, 875, 1.19, 0.86
14, 0.0000325968, 0.0000002414, 92, 1.35, 6.50, 0.0000460156, 0.0000000393, 143, 0.0000263245, 0.0000000019, 780, 1.41, 0.81
15, 0.0000329637, 0.0000000019, 59, 0.78, 5.93, 0.0000329637, 0.0000000019, 179, 0.0000273040, 0.0000000031, 2198, 1.00, 0.83
16, 0.0000031201, 0.0000000000, 6, 0.18, 1.80, 0.0000031201, 0.0000000000, 63, 0.0000031201, 0.0000000000, 63, 1.00, 1.00
17, 0.0000022535, 0.0000000002, 2, 0.16, 0.39, 0.0000022535, 0.0000000002, 9, 0.0000022535, 0.0000000002, 9, 1.00, 1.00
18, 0.0000109779, 0.0000000002, 43, 0.80, 5.95, 0.0000109779, 0.0000000002, 187, 0.0000109417, 0.0000000006, 369, 1.00, 1.00
19, 0.0000033746, 0.0000000000, 2, 0.15, 2.78, 0.0000033746, 0.0000000000, 102, 0.0000033746, 0.0000000000, 102, 1.00, 1.00
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000111676, 0.0000000001, 66, 0.68, 2.89, 0.0000111676, 0.0000000001, 86, 0.0000111676, 0.0000000001, 86, 1.00, 1.00
1, 0.0000092888, 0.0000000012, 57, 0.66, 2.64, 0.0000092888, 0.0000000012, 77, 0.0000092888, 0.0000000012, 77, 1.00, 1.00
2, 0.0000078430, 0.0000000014, 58, 0.74, 4.86, 0.0000078430, 0.0000000014, 160, 0.0000078430, 0.0000000014, 160, 1.00, 1.00
3, 0.0000160422, 0.0000002414, 91, 1.32, 9.05, 0.0000323059, 0.0000001432, 115, 0.0000249168, 0.0000000183, 781, 2.01, 1.55
4, 0.0000040923, 0.0000000010, 2, 0.15, 3.01, 0.0000040923, 0.0000000010, 111, 0.0000040923, 0.0000000010, 111, 1.00, 1.00
5, 0.0000214558, 0.0000000006, 47, 0.73, 8.45, 0.0000214558, 0.0000000006, 204, 0.0000196722, 0.0000000008, 1743, 1.00, 0.92
6, 0.0000212671, 0.0000000020, 51, 0.77, 8.49, 0.0000212671, 0.0000000020, 283, 0.0000180756, 0.0000000017, 1709, 1.00, 0.85
7, 0.0000258572, 0.0000000003, 66, 0.81, 8.53, 0.0000258572, 0.0000000003, 227, 0.0000254438, 0.0000000013, 431, 1.00, 0.98
8, 0.0000274667, 0.0000000127, 55, 0.79, 8.51, 0.0000274667, 0.0000000127, 260, 0.0000234245, 0.0000000159, 962, 1.00, 0.85
9, 0.0000250458, 0.0000000063, 48, 0.65, 8.38, 0.0000250458, 0.0000000063, 261, 0.0000206096, 0.0000000064, 1122, 1.00, 0.82
10, 0.0000506475, 0.0000000037, 62, 0.78, 8.50, 0.0000506475, 0.0000000037, 194, 0.0000280341, 0.0000000018, 1262, 1.00, 0.55
11, 0.0000505168, 0.0000004827, 95, 1.46, 1.49, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 197953817374406.53, 197953817374406.53
12, 0.0000469678, 0.0000000054, 44, 0.83, 8.55, 0.0000469678, 0.0000000054, 265, 0.0000256432, 0.0000000019, 3950, 1.00, 0.55
13, 0.0000597333, 0.0000004827, 99, 1.13, 8.85, 0.0000652917, 0.0000000040, 259, 0.0000508083, 0.0000000030, 875, 1.09, 0.85
14, 0.0000378880, 0.0000000000, 92, 1.23, 8.95, 0.0000460156, 0.0000000393, 143, 0.0000263245, 0.0000000019, 780, 1.21, 0.69
15, 0.0000297562, 0.0000000038, 65, 0.83, 8.55, 0.0000297562, 0.0000000038, 274, 0.0000273040, 0.0000000031, 2198, 1.00, 0.92
16, 0.0000031201, 0.0000000000, 6, 0.18, 1.80, 0.0000031201, 0.0000000000, 63, 0.0000031201, 0.0000000000, 63, 1.00, 1.00
17, 0.0000022535, 0.0000000002, 2, 0.16, 0.39, 0.0000022535, 0.0000000002, 9, 0.0000022535, 0.0000000002, 9, 1.00, 1.00
18, 0.0000109779, 0.0000000002, 43, 0.82, 8.54, 0.0000109779, 0.0000000002, 187, 0.0000109417, 0.0000000006, 369, 1.00, 1.00
19, 0.0000033746, 0.0000000000, 2, 0.16, 2.78, 0.0000033746, 0.0000000000, 102, 0.0000033746, 0.0000000000, 102, 1.00, 1.00
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000111676, 0.0000000001, 66, 0.66, 2.87, 0.0000111676, 0.0000000001, 86, 0.0000111676, 0.0000000001, 86, 1.00, 1.00
1, 0.0000092888, 0.0000000012, 57, 0.64, 2.63, 0.0000092888, 0.0000000012, 77, 0.0000092888, 0.0000000012, 77, 1.00, 1.00
2, 0.0000078430, 0.0000000014, 58, 0.73, 4.85, 0.0000078430, 0.0000000014, 160, 0.0000078430, 0.0000000014, 160, 1.00, 1.00
3, 0.0000163835, 0.0000000000, 76, 1.57, 21.68, 0.0000249168, 0.0000000183, 781, 0.0000249168, 0.0000000183, 781, 1.52, 1.52
4, 0.0000040923, 0.0000000010, 2, 0.16, 3.01, 0.0000040923, 0.0000000010, 111, 0.0000040923, 0.0000000010, 111, 1.00, 1.00
5, 0.0000200943, 0.0000000013, 46, 0.83, 26.57, 0.0000200943, 0.0000000013, 776, 0.0000196722, 0.0000000008, 1743, 1.00, 0.98
6, 0.0000190760, 0.0000000010, 47, 0.71, 26.45, 0.0000190760, 0.0000000010, 804, 0.0000180756, 0.0000000017, 1709, 1.00, 0.95
7, 0.0000254438, 0.0000000013, 66, 0.78, 11.88, 0.0000254438, 0.0000000013, 431, 0.0000254438, 0.0000000013, 431, 1.00, 1.00
8, 0.0000234245, 0.0000000159, 51, 0.85, 25.62, 0.0000234245, 0.0000000159, 962, 0.0000234245, 0.0000000159, 962, 1.00, 1.00
9, 0.0000174080, 0.0000004180, 87, 1.26, 27.01, 0.0000208110, 0.0000000057, 769, 0.0000206096, 0.0000000064, 1122, 1.20, 1.18
10, 0.0000252582, 0.0000002414, 99, 1.31, 27.05, 0.0000356424, 0.0000000033, 738, 0.0000280341, 0.0000000018, 1262, 1.41, 1.11
11, 0.0000518822, 0.0000002414, 95, 1.44, 1.47, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 192744456187578.91, 192744456187578.91
12, 0.0000223573, 0.0000004827, 68, 1.36, 27.10, 0.0000261732, 0.0000000011, 588, 0.0000256432, 0.0000000019, 3950, 1.17, 1.15
13, 0.0000508083, 0.0000000030, 66, 0.72, 23.24, 0.0000508083, 0.0000000030, 875, 0.0000508083, 0.0000000030, 875, 1.00, 1.00
14, 0.0000263245, 0.0000000019, 48, 0.66, 20.74, 0.0000263245, 0.0000000019, 780, 0.0000263245, 0.0000000019, 780, 1.00, 1.00
15, 0.0000291454, 0.0000000020, 52, 0.84, 26.59, 0.0000291454, 0.0000000020, 975, 0.0000273040, 0.0000000031, 2198, 1.00, 0.94
16, 0.0000031201, 0.0000000000, 6, 0.18, 1.80, 0.0000031201, 0.0000000000, 63, 0.0000031201, 0.0000000000, 63, 1.00, 1.00
17, 0.0000022535, 0.0000000002, 2, 0.15, 0.39, 0.0000022535, 0.0000000002, 9, 0.0000022535, 0.0000000002, 9, 1.00, 1.00
18, 0.0000109417, 0.0000000006, 43, 0.66, 10.16, 0.0000109417, 0.0000000006, 369, 0.0000109417, 0.0000000006, 369, 1.00, 1.00
19, 0.0000033746, 0.0000000000, 2, 0.16, 2.79, 0.0000033746, 0.0000000000, 102, 0.0000033746, 0.0000000000, 102, 1.00, 1.00
