BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
7, 0.0000023128, 0.0000000003, 18, 0.088, 1.477, 0.0000023128, 0.0000000003, 86, 0.0000022756, 0.0000000016, 176, 2.445, 1.00, 0.98
8, 0.0000039443, 0.0000000041, 18, 0.088, 1.477, 0.0000039443, 0.0000000041, 68, 0.0000037449, 0.0000000003, 164, 2.278, 1.00, 0.95
9, 0.0000026651, 0.0000000004, 18, 0.082, 1.471, 0.0000026651, 0.0000000004, 66, 0.0000025313, 0.0000000001, 102, 1.417, 1.00, 0.95
10, 0.0000046553, 0.0000000015, 18, 0.069, 1.458, 0.0000046553, 0.0000000015, 8, 0.0000033381, 0.0000000002, 898, 12.475, 1.00, 0.72
11, 0.0000044932, 0.0000000007, 18, 0.074, 1.463, 0.0000044932, 0.0000000007, 76, 0.0000044163, 0.0000000002, 155, 2.153, 1.00, 0.98
12, 0.0000022868, 0.0000000023, 2, 0.021, 0.160, 0.0000022868, 0.0000000023, 10, 0.0000022868, 0.0000000023, 10, 0.139, 1.00, 1.00
13, 0.0000025071, 0.0000000002, 18, 0.065, 1.288, 0.0000025071, 0.0000000002, 88, 0.0000025071, 0.0000000002, 88, 1.222, 1.00, 1.00
14, 0.0000026470, 0.0000000001, 18, 0.063, 1.036, 0.0000026470, 0.0000000001, 70, 0.0000026470, 0.0000000001, 70, 0.972, 1.00, 1.00
15, 0.0000051198, 0.0000004180, 2, 0.020, 0.034, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.014, 1953188580357433.25, 1953188580357433.25
16, 0.0000046077, 0.0000007243, 2, 0.020, 0.034, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.014, 2170295883672140.75, 2170295883672140.75
17, 0.0000023077, 0.0000000032, 18, 0.088, 1.032, 0.0000023077, 0.0000000032, 68, 0.0000023077, 0.0000000032, 68, 0.945, 1.00, 1.00
18, 0.0000036778, 0.0000000005, 17, 0.052, 1.441, 0.0000036778, 0.0000000005, 99, 0.0000035103, 0.0000000005, 258, 3.584, 1.00, 0.95
19, 0.0000022843, 0.0000000008, 2, 0.020, 0.034, 0.0000022843, 0.0000000008, 1, 0.0000022843, 0.0000000008, 1, 0.014, 1.00, 1.00
20, 0.0000023038, 0.0000000168, 2, 0.020, 0.048, 0.0000023038, 0.0000000168, 2, 0.0000023038, 0.0000000168, 2, 0.028, 1.00, 1.00
21, 0.0000029129, 0.0000000001, 18, 0.060, 1.449, 0.0000029129, 0.0000000001, 47, 0.0000022964, 0.0000000038, 194, 2.695, 1.00, 0.79
22, 0.0000053332, 0.0000000004, 18, 0.063, 1.452, 0.0000053332, 0.0000000004, 68, 0.0000047447, 0.0000000004, 387, 5.376, 1.00, 0.89
23, 0.0000022617, 0.0000000027, 2, 0.020, 0.048, 0.0000022617, 0.0000000027, 2, 0.0000022617, 0.0000000027, 2, 0.028, 1.00, 1.00
24, 0.0000022631, 0.0000000017, 2, 0.020, 0.104, 0.0000022631, 0.0000000017, 6, 0.0000022631, 0.0000000017, 6, 0.083, 1.00, 1.00
25, 0.0000200769, 0.0000000020, 18, 0.066, 1.456, 0.0000200769, 0.0000000020, 94, 0.0000153163, 0.0000000222, 636, 8.835, 1.00, 0.76
26, 0.0000043400, 0.0000000047, 2, 0.020, 1.409, 0.0000043400, 0.0000000047, 88, 0.0000023667, 0.0000000000, 127, 1.764, 1.00, 0.55
27, 0.0000167845, 0.0000000002, 18, 0.066, 1.455, 0.0000167845, 0.0000000002, 88, 0.0000130807, 0.0000000002, 266, 3.695, 1.00, 0.78
28, 0.0000022875, 0.0000000058, 12, 0.037, 0.842, 0.0000022875, 0.0000000058, 58, 0.0000022875, 0.0000000058, 58, 0.806, 1.00, 1.00
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000022444, 0.0000000013, 2, 0.020, 0.103, 0.0000022444, 0.0000000013, 6, 0.0000022444, 0.0000000013, 6, 0.083, 1.00, 1.00
1, 0.0000022941, 0.0000000013, 18, 0.060, 1.018, 0.0000022941, 0.0000000013, 69, 0.0000022941, 0.0000000013, 69, 0.959, 1.00, 1.00
2, 0.0000107858, 0.0000000193, 18, 0.091, 2.870, 0.0000107858, 0.0000000193, 194, 0.0000076456, 0.0000000011, 389, 5.404, 1.00, 0.71
3, 0.0000022594, 0.0000000033, 2, 0.020, 0.034, 0.0000022594, 0.0000000033, 1, 0.0000022594, 0.0000000033, 1, 0.014, 1.00, 1.00
4, 0.0000022800, 0.0000000026, 18, 0.064, 2.843, 0.0000022800, 0.0000000026, 115, 0.0000022627, 0.0000000024, 296, 4.112, 1.00, 0.99
5, 0.0000093111, 0.0000000233, 18, 0.069, 2.763, 0.0000093111, 0.0000000233, 194, 0.0000093111, 0.0000000233, 194, 2.695, 1.00, 1.00
6, 0.0000022750, 0.0000000015, 2, 0.020, 0.103, 0.0000022750, 0.0000000015, 6, 0.0000022750, 0.0000000015, 6, 0.083, 1.00, 1.00
7, 0.0000022756, 0.0000000016, 18, 0.066, 2.511, 0.0000022756, 0.0000000016, 176, 0.0000022756, 0.0000000016, 176, 2.445, 1.00, 1.00
8, 0.0000037449, 0.0000000003, 18, 0.071, 2.349, 0.0000037449, 0.0000000003, 164, 0.0000037449, 0.0000000003, 164, 2.278, 1.00, 1.00
9, 0.0000025313, 0.0000000001, 18, 0.064, 1.481, 0.0000025313, 0.0000000001, 102, 0.0000025313, 0.0000000001, 102, 1.417, 1.00, 1.00
10, 0.0000036949, 0.0000000016, 18, 0.061, 2.840, 0.0000036949, 0.0000000016, 200, 0.0000033381, 0.0000000002, 898, 12.475, 1.00, 0.90
11, 0.0000044163, 0.0000000002, 18, 0.079, 2.232, 0.0000044163, 0.0000000002, 155, 0.0000044163, 0.0000000002, 155, 2.153, 1.00, 1.00
12, 0.0000022868, 0.0000000023, 2, 0.021, 0.160, 0.0000022868, 0.0000000023, 10, 0.0000022868, 0.0000000023, 10, 0.139, 1.00, 1.00
13, 0.0000025071, 0.0000000002, 18, 0.064, 1.286, 0.0000025071, 0.0000000002, 88, 0.0000025071, 0.0000000002, 88, 1.222, 1.00, 1.00
14, 0.0000026470, 0.0000000001, 18, 0.062, 1.034, 0.0000026470, 0.0000000001, 70, 0.0000026470, 0.0000000001, 70, 0.972, 1.00, 1.00
15, 0.0000052903, 0.0000002416, 2, 0.020, 0.034, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.014, 1890240060487682.00, 1890240060487682.00
16, 0.0000043892, 0.0000002444, 2, 0.020, 0.034, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.014, 2278336814125688.50, 2278336814125688.50
17, 0.0000023077, 0.0000000032, 18, 0.061, 1.006, 0.0000023077, 0.0000000032, 68, 0.0000023077, 0.0000000032, 68, 0.945, 1.00, 1.00
18, 0.0000035357, 0.0000000044, 16, 0.058, 2.837, 0.0000035357, 0.0000000044, 194, 0.0000035103, 0.0000000005, 258, 3.584, 1.00, 0.99
19, 0.0000022843, 0.0000000008, 2, 0.020, 0.034, 0.0000022843, 0.0000000008, 1, 0.0000022843, 0.0000000008, 1, 0.014, 1.00, 1.00
20, 0.0000023038, 0.0000000168, 2, 0.020, 0.048, 0.0000023038, 0.0000000168, 2, 0.0000023038, 0.0000000168, 2, 0.028, 1.00, 1.00
21, 0.0000022964, 0.0000000038, 18, 0.062, 2.757, 0.0000022964, 0.0000000038, 194, 0.0000022964, 0.0000000038, 194, 2.695, 1.00, 1.00
22, 0.0000047869, 0.0000000008, 18, 0.064, 2.842, 0.0000047869, 0.0000000008, 200, 0.0000047447, 0.0000000004, 387, 5.376, 1.00, 0.99
23, 0.0000022617, 0.0000000027, 2, 0.020, 0.048, 0.0000022617, 0.0000000027, 2, 0.0000022617, 0.0000000027, 2, 0.028, 1.00, 1.00
24, 0.0000022631, 0.0000000017, 2, 0.020, 0.104, 0.0000022631, 0.0000000017, 6, 0.0000022631, 0.0000000017, 6, 0.083, 1.00, 1.00
25, 0.0000173430, 0.0000000003, 18, 0.090, 2.869, 0.0000173430, 0.0000000003, 118, 0.0000153163, 0.0000000222, 636, 8.835, 1.00, 0.88
26, 0.0000023667, 0.0000000000, 2, 0.021, 1.785, 0.0000023667, 0.0000000000, 127, 0.0000023667, 0.0000000000, 127, 1.764, 1.00, 1.00
27, 0.0000130815, 0.0000000003, 18, 0.088, 2.867, 0.0000130815, 0.0000000003, 196, 0.0000130807, 0.0000000002, 266, 3.695, 1.00, 1.00
28, 0.0000022875, 0.0000000058, 12, 0.037, 0.843, 0.0000022875, 0.0000000058, 58, 0.0000022875, 0.0000000058, 58, 0.806, 1.00, 1.00
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000022444, 0.0000000013, 2, 0.020, 0.103, 0.0000022444, 0.0000000013, 6, 0.0000022444, 0.0000000013, 6, 0.083, 1.00, 1.00
1, 0.0000022941, 0.0000000013, 18, 0.062, 1.021, 0.0000022941, 0.0000000013, 69, 0.0000022941, 0.0000000013, 69, 0.959, 1.00, 1.00
2, 0.0000085606, 0.0000000030, 14, 0.072, 4.240, 0.0000085606, 0.0000000030, 284, 0.0000076456, 0.0000000011, 389, 5.404, 1.00, 0.89
3, 0.0000022594, 0.0000000033, 2, 0.020, 0.034, 0.0000022594, 0.0000000033, 1, 0.0000022594, 0.0000000033, 1, 0.014, 1.00, 1.00
4, 0.0000022627, 0.0000000024, 18, 0.079, 4.191, 0.0000022627, 0.0000000024, 296, 0.0000022627, 0.0000000024, 296, 4.112, 1.00, 1.00
5, 0.0000093111, 0.0000000233, 18, 0.071, 2.766, 0.0000093111, 0.0000000233, 194, 0.0000093111, 0.0000000233, 194, 2.695, 1.00, 1.00
6, 0.0000022750, 0.0000000015, 2, 0.020, 0.103, 0.0000022750, 0.0000000015, 6, 0.0000022750, 0.0000000015, 6, 0.083, 1.00, 1.00
7, 0.0000022756, 0.0000000016, 18, 0.066, 2.511, 0.0000022756, 0.0000000016, 176, 0.0000022756, 0.0000000016, 176, 2.445, 1.00, 1.00
8, 0.0000037449, 0.0000000003, 18, 0.067, 2.346, 0.0000037449, 0.0000000003, 164, 0.0000037449, 0.0000000003, 164, 2.278, 1.00, 1.00
9, 0.0000025313, 0.0000000001, 18, 0.064, 1.481, 0.0000025313, 0.0000000001, 102, 0.0000025313, 0.0000000001, 102, 1.417, 1.00, 1.00
10, 0.0000034891, 0.0000000107, 18, 0.096, 4.263, 0.0000034891, 0.0000000107, 258, 0.0000033381, 0.0000000002, 898, 12.475, 1.00, 0.96
11, 0.0000044163, 0.0000000002, 18, 0.080, 2.233, 0.0000044163, 0.0000000002, 155, 0.0000044163, 0.0000000002, 155, 2.153, 1.00, 1.00
12, 0.0000022868, 0.0000000023, 2, 0.021, 0.159, 0.0000022868, 0.0000000023, 10, 0.0000022868, 0.0000000023, 10, 0.139, 1.00, 1.00
13, 0.0000025071, 0.0000000002, 18, 0.062, 1.284, 0.0000025071, 0.0000000002, 88, 0.0000025071, 0.0000000002, 88, 1.222, 1.00, 1.00
14, 0.0000026470, 0.0000000001, 18, 0.065, 1.037, 0.0000026470, 0.0000000001, 70, 0.0000026470, 0.0000000001, 70, 0.972, 1.00, 1.00
15, 0.0000052638, 0.0000006031, 2, 0.020, 0.034, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.014, 1899756197954596.00, 1899756197954596.00
16, 0.0000047358, 0.0000006252, 2, 0.020, 0.034, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.014, 2111560795354566.00, 2111560795354566.00
17, 0.0000023077, 0.0000000032, 18, 0.085, 1.030, 0.0000023077, 0.0000000032, 68, 0.0000023077, 0.0000000032, 68, 0.945, 1.00, 1.00
18, 0.0000035103, 0.0000000005, 16, 0.057, 3.641, 0.0000035103, 0.0000000005, 258, 0.0000035103, 0.0000000005, 258, 3.584, 1.00, 1.00
19, 0.0000022843, 0.0000000008, 2, 0.020, 0.034, 0.0000022843, 0.0000000008, 1, 0.0000022843, 0.0000000008, 1, 0.014, 1.00, 1.00
20, 0.0000023038, 0.0000000168, 2, 0.020, 0.048, 0.0000023038, 0.0000000168, 2, 0.0000023038, 0.0000000168, 2, 0.028, 1.00, 1.00
21, 0.0000022964, 0.0000000038, 18, 0.062, 2.757, 0.0000022964, 0.0000000038, 194, 0.0000022964, 0.0000000038, 194, 2.695, 1.00, 1.00
22, 0.0000047869, 0.0000000008, 18, 0.067, 4.235, 0.0000047869, 0.0000000008, 200, 0.0000047447, 0.0000000004, 387, 5.376, 1.00, 0.99
23, 0.0000022617, 0.0000000027, 2, 0.020, 0.048, 0.0000022617, 0.0000000027, 2, 0.0000022617, 0.0000000027, 2, 0.028, 1.00, 1.00
24, 0.0000022631, 0.0000000017, 2, 0.020, 0.104, 0.0000022631, 0.0000000017, 6, 0.0000022631, 0.0000000017, 6, 0.083, 1.00, 1.00
25, 0.0000161479, 0.0000000020, 18, 0.084, 4.252, 0.0000161479, 0.0000000020, 284, 0.0000153163, 0.0000000222, 636, 8.835, 1.00, 0.95
26, 0.0000023667, 0.0000000000, 2, 0.020, 1.785, 0.0000023667, 0.0000000000, 127, 0.0000023667, 0.0000000000, 127, 1.764, 1.00, 1.00
27, 0.0000130807, 0.0000000002, 18, 0.092, 3.787, 0.0000130807, 0.0000000002, 266, 0.0000130807, 0.0000000002, 266, 3.695, 1.00, 1.00
28, 0.0000022875, 0.0000000058, 12, 0.037, 0.843, 0.0000022875, 0.0000000058, 58, 0.0000022875, 0.0000000058, 58, 0.806, 1.00, 1.00
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000022444, 0.0000000013, 2, 0.020, 0.104, 0.0000022444, 0.0000000013, 6, 0.0000022444, 0.0000000013, 6, 0.083, 1.00, 1.00
1, 0.0000022941, 0.0000000013, 18, 0.061, 1.020, 0.0000022941, 0.0000000013, 69, 0.0000022941, 0.0000000013, 69, 0.959, 1.00, 1.00
2, 0.0000076456, 0.0000000011, 14, 0.072, 5.476, 0.0000076456, 0.0000000011, 389, 0.0000076456, 0.0000000011, 389, 5.404, 1.00, 1.00
3, 0.0000022594, 0.0000000033, 2, 0.020, 0.034, 0.0000022594, 0.0000000033, 1, 0.0000022594, 0.0000000033, 1, 0.014, 1.00, 1.00
4, 0.0000022627, 0.0000000024, 18, 0.071, 4.183, 0.0000022627, 0.0000000024, 296, 0.0000022627, 0.0000000024, 296, 4.112, 1.00, 1.00
5, 0.0000093111, 0.0000000233, 18, 0.064, 2.759, 0.0000093111, 0.0000000233, 194, 0.0000093111, 0.0000000233, 194, 2.695, 1.00, 1.00
6, 0.0000022750, 0.0000000015, 2, 0.020, 0.103, 0.0000022750, 0.0000000015, 6, 0.0000022750, 0.0000000015, 6, 0.083, 1.00, 1.00
7, 0.0000022756, 0.0000000016, 18, 0.066, 2.511, 0.0000022756, 0.0000000016, 176, 0.0000022756, 0.0000000016, 176, 2.445, 1.00, 1.00
8, 0.0000037449, 0.0000000003, 18, 0.074, 2.352, 0.0000037449, 0.0000000003, 164, 0.0000037449, 0.0000000003, 164, 2.278, 1.00, 1.00
9, 0.0000025313, 0.0000000001, 18, 0.064, 1.480, 0.0000025313, 0.0000000001, 102, 0.0000025313, 0.0000000001, 102, 1.417, 1.00, 1.00
10, 0.0000033381, 0.0000000002, 18, 0.062, 12.537, 0.0000033381, 0.0000000002, 898, 0.0000033381, 0.0000000002, 898, 12.475, 1.00, 1.00
11, 0.0000044163, 0.0000000002, 18, 0.078, 2.231, 0.0000044163, 0.0000000002, 155, 0.0000044163, 0.0000000002, 155, 2.153, 1.00, 1.00
12, 0.0000022868, 0.0000000023, 2, 0.021, 0.160, 0.0000022868, 0.0000000023, 10, 0.0000022868, 0.0000000023, 10, 0.139, 1.00, 1.00
13, 0.0000025071, 0.0000000002, 18, 0.062, 1.285, 0.0000025071, 0.0000000002, 88, 0.0000025071, 0.0000000002, 88, 1.222, 1.00, 1.00
14, 0.0000026470, 0.0000000001, 18, 0.063, 1.035, 0.0000026470, 0.0000000001, 70, 0.0000026470, 0.0000000001, 70, 0.972, 1.00, 1.00
15, 0.0000051198, 0.0000004180, 2, 0.020, 0.034, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.014, 1953188580357433.25, 1953188580357433.25
16, 0.0000045755, 0.0000004205, 2, 0.021, 0.034, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.014, 2185553491421702.75, 2185553491421702.75
17, 0.0000023077, 0.0000000032, 18, 0.081, 1.026, 0.0000023077, 0.0000000032, 68, 0.0000023077, 0.0000000032, 68, 0.945, 1.00, 1.00
18, 0.0000035103, 0.0000000005, 14, 0.055, 3.639, 0.0000035103, 0.0000000005, 258, 0.0000035103, 0.0000000005, 258, 3.584, 1.00, 1.00
19, 0.0000022843, 0.0000000008, 2, 0.020, 0.034, 0.0000022843, 0.0000000008, 1, 0.0000022843, 0.0000000008, 1, 0.014, 1.00, 1.00
20, 0.0000023038, 0.0000000168, 2, 0.020, 0.048, 0.0000023038, 0.0000000168, 2, 0.0000023038, 0.0000000168, 2, 0.028, 1.00, 1.00
21, 0.0000022964, 0.0000000038, 18, 0.061, 2.756, 0.0000022964, 0.0000000038, 194, 0.0000022964, 0.0000000038, 194, 2.695, 1.00, 1.00
22, 0.0000047447, 0.0000000004, 18, 0.067, 5.443, 0.0000047447, 0.0000000004, 387, 0.0000047447, 0.0000000004, 387, 5.376, 1.00, 1.00
23, 0.0000022617, 0.0000000027, 2, 0.020, 0.048, 0.0000022617, 0.0000000027, 2, 0.0000022617, 0.0000000027, 2, 0.028, 1.00, 1.00
24, 0.0000022631, 0.0000000017, 2, 0.020, 0.104, 0.0000022631, 0.0000000017, 6, 0.0000022631, 0.0000000017, 6, 0.083, 1.00, 1.00
25, 0.0000153163, 0.0000000222, 18, 0.084, 8.919, 0.0000153163, 0.0000000222, 636, 0.0000153163, 0.0000000222, 636, 8.835, 1.00, 1.00
26, 0.0000023667, 0.0000000000, 2, 0.020, 1.785, 0.0000023667, 0.0000000000, 127, 0.0000023667, 0.0000000000, 127, 1.764, 1.00, 1.00
27, 0.0000130807, 0.0000000002, 18, 0.092, 3.787, 0.0000130807, 0.0000000002, 266, 0.0000130807, 0.0000000002, 266, 3.695, 1.00, 1.00
28, 0.0000022875, 0.0000000058, 12, 0.037, 0.843, 0.0000022875, 0.0000000058, 58, 0.0000022875, 0.0000000058, 58, 0.806, 1.00, 1.00
BENCH: squeezenet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0001140075, 0.0000082816, 18, 0.179, 0.201, 0.0001140075, 0.0000082816, 1, 0.0000095432, 0.0000000031, 762, 16.690, 1.00, 0.08
1, 0.0000305490, 0.0000002411, 35, 0.226, 0.248, 0.0000360935, 0.0000023357, 1, 0.0000082871, 0.0000000014, 758, 16.602, 1.18, 0.27
2, 0.0000570027, 0.0000002414, 30, 0.250, 0.272, 0.0002777732, 0.0000121459, 1, 0.0000094245, 0.0000000016, 932, 20.414, 4.87, 0.17
3, 0.0011912320, 0.0000863187, 14, 0.253, 0.275, 0.0011912320, 0.0000863187, 2, 0.0000104585, 0.0000000212, 996, 21.815, 1.00, 0.01
4, 0.0000191941, 0.0000007442, 18, 0.076, 0.098, 0.0000191941, 0.0000007442, 1, 0.0000083688, 0.0000000015, 325, 7.118, 1.00, 0.44
5, 0.0000034426, 0.0000000879, 2, 0.020, 0.042, 0.0000034426, 0.0000000879, 8, 0.0000033785, 0.0000000035, 20, 0.438, 1.00, 0.98
6, 0.0000100583, 0.0000002343, 40, 0.317, 0.339, 0.0000128858, 0.0000009130, 1, 0.0000042401, 0.0000000007, 231, 5.060, 1.28, 0.42
7, 0.0000170194, 0.0000010933, 18, 0.073, 0.094, 0.0000170194, 0.0000010933, 1, 0.0000049904, 0.0000000000, 188, 4.118, 1.00, 0.29
8, 0.0000087038, 0.0000004183, 18, 0.161, 0.183, 0.0000095016, 0.0000007389, 16, 0.0000036187, 0.0000000000, 380, 8.323, 1.09, 0.42
9, 0.0000056372, 0.0000004117, 2, 0.020, 0.042, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.022, 1773940809508322.75, 1773940809508322.75
10, 0.0000025339, 0.0000000083, 2, 0.020, 0.042, 0.0000025339, 0.0000000083, 5, 0.0000024265, 0.0000000001, 61, 1.336, 1.00, 0.96
11, 0.0000302456, 0.0000019710, 14, 0.212, 0.234, 0.0000302456, 0.0000019710, 1, 0.0000043337, 0.0000000003, 311, 6.812, 1.00, 0.14
12, 0.0000500262, 0.0000002578, 16, 0.256, 0.278, 0.0000644993, 0.0000048299, 6, 0.0000063250, 0.0000000001, 251, 5.498, 1.29, 0.13
13, 0.0003899014, 0.0000309495, 12, 0.211, 0.233, 0.0003899014, 0.0000309495, 2, 0.0000032487, 0.0000000020, 354, 7.754, 1.00, 0.01
14, 0.0000029172, 0.0000000002, 2, 0.020, 0.042, 0.0000029172, 0.0000000002, 1, 0.0000022747, 0.0000000016, 6, 0.131, 1.00, 0.78
15, 0.0000022706, 0.0000000123, 2, 0.020, 0.042, 0.0000022706, 0.0000000123, 1, 0.0000022619, 0.0000000014, 8, 0.175, 1.00, 1.00
16, 0.0000127038, 0.0000009652, 18, 0.070, 0.092, 0.0000127038, 0.0000009652, 1, 0.0000040025, 0.0000000001, 195, 4.271, 1.00, 0.32
17, 0.0000503906, 0.0000037237, 18, 0.063, 0.084, 0.0000503906, 0.0000037237, 1, 0.0000054934, 0.0000000007, 291, 6.374, 1.00, 0.11
18, 0.0000183971, 0.0000013378, 18, 0.083, 0.105, 0.0000183971, 0.0000013378, 11, 0.0000026938, 0.0000000041, 156, 3.417, 1.00, 0.15
19, 0.0000023248, 0.0000000007, 2, 0.020, 0.042, 0.0000023248, 0.0000000007, 4, 0.0000022993, 0.0000000027, 6, 0.131, 1.00, 0.99
20, 0.0000747108, 0.0000048692, 18, 0.130, 0.151, 0.0000747108, 0.0000048692, 1, 0.0000059380, 0.0000000013, 211, 4.622, 1.00, 0.08
21, 0.0000767945, 0.0000004117, 78, 0.354, 0.376, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.022, 130217658816712.16, 130217658816712.16
22, 0.0003572213, 0.0000006172, 43, 0.842, 0.864, 0.0005541304, 0.0000403914, 30, 0.0000036505, 0.0000000006, 355, 7.776, 1.55, 0.01
23, 0.0000023432, 0.0000000066, 2, 0.020, 0.042, 0.0000023432, 0.0000000066, 1, 0.0000022447, 0.0000000012, 5, 0.110, 1.00, 0.96
24, 0.0008249703, 0.0000006485, 29, 0.916, 0.938, 0.0009757484, 0.0000671373, 1, 0.0000318703, 0.0000000459, 1029, 22.538, 1.18, 0.04
25, 0.0000192511, 0.0000014435, 2, 0.020, 0.042, 0.0000192511, 0.0000014435, 4, 0.0000022856, 0.0000000013, 66, 1.446, 1.00, 0.12
26, 0.0000022882, 0.0000000077, 2, 0.020, 0.042, 0.0000022882, 0.0000000077, 1, 0.0000022789, 0.0000000020, 5, 0.110, 1.00, 1.00
27, 0.0000259197, 0.0000002279, 12, 0.063, 0.085, 0.0000287363, 0.0000017847, 1, 0.0000022796, 0.0000000039, 74, 1.621, 1.11, 0.09
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0000154733, 0.0000000003, 18, 0.093, 0.312, 0.0000154733, 0.0000000003, 3, 0.0000095432, 0.0000000031, 762, 16.690, 1.00, 0.62
1, 0.0000223360, 0.0000000011, 10, 0.103, 0.322, 0.0000223360, 0.0000000011, 6, 0.0000082871, 0.0000000014, 758, 16.602, 1.00, 0.37
2, 0.0000158530, 0.0000000048, 12, 0.077, 0.296, 0.0000158530, 0.0000000048, 10, 0.0000094245, 0.0000000016, 932, 20.414, 1.00, 0.59
3, 0.0000185675, 0.0000000702, 10, 0.096, 0.315, 0.0000185675, 0.0000000702, 5, 0.0000104585, 0.0000000212, 996, 21.815, 1.00, 0.56
4, 0.0000182397, 0.0000000012, 18, 0.114, 0.333, 0.0000182397, 0.0000000012, 4, 0.0000083688, 0.0000000015, 325, 7.118, 1.00, 0.46
5, 0.0000034426, 0.0000000879, 2, 0.020, 0.240, 0.0000034426, 0.0000000879, 8, 0.0000033785, 0.0000000035, 20, 0.438, 1.00, 0.98
6, 0.0000066620, 0.0000000009, 14, 0.083, 0.302, 0.0000066620, 0.0000000009, 6, 0.0000042401, 0.0000000007, 231, 5.060, 1.00, 0.64
7, 0.0000072698, 0.0000000205, 13, 0.068, 0.287, 0.0000072698, 0.0000000205, 8, 0.0000049904, 0.0000000000, 188, 4.118, 1.00, 0.69
8, 0.0000083623, 0.0000002416, 19, 0.160, 0.379, 0.0000095016, 0.0000007389, 16, 0.0000036187, 0.0000000000, 380, 8.323, 1.14, 0.43
9, 0.0000054610, 0.0000004830, 2, 0.020, 0.042, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.022, 1831166453030580.50, 1831166453030580.50
10, 0.0000025339, 0.0000000083, 2, 0.021, 0.240, 0.0000025339, 0.0000000083, 5, 0.0000024265, 0.0000000001, 61, 1.336, 1.00, 0.96
11, 0.0000124356, 0.0000000011, 17, 0.071, 0.290, 0.0000124356, 0.0000000011, 5, 0.0000043337, 0.0000000003, 311, 6.812, 1.00, 0.35
12, 0.0000083008, 0.0000000093, 17, 0.056, 0.275, 0.0000083008, 0.0000000093, 9, 0.0000063250, 0.0000000001, 251, 5.498, 1.00, 0.76
13, 0.0000067213, 0.0000000004, 18, 0.068, 0.287, 0.0000067213, 0.0000000004, 5, 0.0000032487, 0.0000000020, 354, 7.754, 1.00, 0.48
14, 0.0000022747, 0.0000000016, 2, 0.020, 0.152, 0.0000022747, 0.0000000016, 6, 0.0000022747, 0.0000000016, 6, 0.131, 1.00, 1.00
15, 0.0000022619, 0.0000000014, 2, 0.020, 0.196, 0.0000022619, 0.0000000014, 8, 0.0000022619, 0.0000000014, 8, 0.175, 1.00, 1.00
16, 0.0000086905, 0.0000000024, 18, 0.068, 0.287, 0.0000086905, 0.0000000024, 10, 0.0000040025, 0.0000000001, 195, 4.271, 1.00, 0.46
17, 0.0000362971, 0.0000000007, 18, 0.073, 0.292, 0.0000362971, 0.0000000007, 10, 0.0000054934, 0.0000000007, 291, 6.374, 1.00, 0.15
