BENCH: densenet169
layer, droplet-300 exec, droplet-300 tuning, droplet-300 trials, random-300 exec, random-300 tuning, random-300 trials, exec speedup, tuning speedup
28, 0.00024794, 81.79, 31, 0.00090010, 198.66, 100, 0.28, 0.41
29, 0.00007623, 60.47, 53, 0.00011790, 132.22, 100, 0.65, 0.46
30, 0.00020723, 50.68, 51, 0.00026380, 122.92, 100, 0.79, 0.41
31, 0.00005076, 72.53, 58, 0.00027096, 159.25, 100, 0.19, 0.46
32, 0.00022224, 17.36, 18, 0.00012961, 111.50, 100, 1.71, 0.16
33, 0.00070882, 43.72, 38, 0.00139727, 268.54, 100, 0.51, 0.16
34, 0.00006639, 83.39, 62, 0.00010399, 183.12, 100, 0.64, 0.46
35, 0.00018889, 106.69, 72, 0.00021217, 153.42, 100, 0.89, 0.70
36, 0.00000464, 0.97, 2, 0.00000552, 3.88, 4, 0.84, 0.25
37, 0.00014202, 61.74, 38, 0.00038160, 150.36, 100, 0.37, 0.41
38, 0.00007923, 72.73, 43, 0.00025819, 188.70, 100, 0.31, 0.39
39, 0.00049348, 51.71, 42, 0.00069819, 165.49, 100, 0.71, 0.31
40, 0.00017569, 56.90, 55, 0.00028073, 135.30, 100, 0.63, 0.42
41, 0.00004081, 66.45, 56, 0.00013860, 127.64, 100, 0.29, 0.52
42, 0.00015344, 66.96, 43, 0.00063145, 117.67, 100, 0.24, 0.57
43, 0.00000799, 21.45, 23, 0.00000777, 97.59, 100, 1.03, 0.22
44, 0.00050801, 69.92, 43, 0.00249214, 153.95, 100, 0.20, 0.45
45, 0.00015967, 82.30, 51, 0.00021442, 121.96, 100, 0.74, 0.67
46, 0.00034679, 74.08, 57, 0.00055179, 133.08, 100, 0.63, 0.56
47, 0.00014615, 42.59, 43, 0.00012903, 128.92, 100, 1.13, 0.33
48, 0.00046532, 110.85, 43, 0.00154530, 138.93, 100, 0.30, 0.80
49, 0.00023582, 20.47, 19, 0.00048076, 133.17, 100, 0.49, 0.15
50, 0.00043868, 45.32, 43, 0.00108448, 180.79, 100, 0.40, 0.25
51, 0.00007364, 97.76, 45, 0.00012695, 141.31, 100, 0.58, 0.69
52, 0.00018176, 53.61, 43, 0.00012723, 128.40, 100, 1.43, 0.42
53, 0.00042475, 71.19, 43, 0.00035006, 187.99, 100, 1.21, 0.38
54, 0.00024709, 22.18, 23, 0.00024301, 112.57, 100, 1.02, 0.20
55, 0.00018816, 61.38, 51, 0.00018809, 160.18, 100, 1.00, 0.38
56, 0.00030934, 58.01, 45, 0.00027443, 126.30, 100, 1.13, 0.46
57, 0.00007558, 45.36, 43, 0.00016645, 198.69, 100, 0.45, 0.23
58, 0.00012086, 102.16, 77, 0.00351929, 168.05, 100, 0.03, 0.61
59, 0.00142713, 47.94, 45, 0.00314316, 198.83, 100, 0.45, 0.24
60, 0.00022165, 42.16, 43, 0.00025302, 163.02, 100, 0.88, 0.26
61, 0.00027243, 57.40, 47, 0.00052442, 203.24, 100, 0.52, 0.28
62, 0.00007930, 62.60, 56, 0.00018518, 138.01, 100, 0.43, 0.45
63, 0.00018240, 43.19, 42, 0.00035124, 160.67, 100, 0.52, 0.27
64, 0.00047426, 49.61, 43, 0.00096898, 266.89, 100, 0.49, 0.19
65, 0.00063666, 48.29, 43, 0.00102741, 202.20, 100, 0.62, 0.24
66, 0.00000770, 0.97, 2, 0.00000725, 3.85, 4, 1.06, 0.25
67, 0.00011093, 63.97, 58, 0.00015121, 123.07, 100, 0.73, 0.52
68, 0.00009656, 56.25, 48, 0.00023937, 153.37, 100, 0.40, 0.37
69, 0.00113352, 59.15, 45, 0.00448067, 212.13, 100, 0.25, 0.28
70, 0.00017366, 17.24, 18, 0.00011701, 116.24, 100, 1.48, 0.15
71, 0.00025683, 63.92, 45, 0.00034977, 167.96, 100, 0.73, 0.38
72, 0.00011519, 49.79, 43, 0.00040781, 129.37, 100, 0.28, 0.38
73, 0.00018051, 46.83, 43, 0.00015308, 109.87, 100, 1.18, 0.43
74, 0.00012551, 27.09, 28, 0.00038911, 115.90, 100, 0.32, 0.23
75, 0.00026905, 56.55, 43, 0.00087046, 250.62, 100, 0.31, 0.23
76, 0.00005433, 51.60, 48, 0.00015590, 150.59, 100, 0.35, 0.34
77, 0.00018698, 17.62, 18, 0.00016611, 111.66, 100, 1.13, 0.16
78, 0.00023346, 51.83, 43, 0.00049824, 159.29, 100, 0.47, 0.33
79, 0.00033541, 107.92, 43, 0.00137337, 156.30, 100, 0.24, 0.69
80, 0.00100073, 27.77, 27, 0.00389681, 152.50, 100, 0.26, 0.18
81, 0.00006856, 69.78, 54, 0.00014966, 145.34, 100, 0.46, 0.48
82, 0.00012530, 57.01, 43, 0.00024077, 172.85, 100, 0.52, 0.33
83, 0.00046355, 83.93, 38, 0.00073006, 258.35, 100, 0.63, 0.32
84, 0.00001807, 21.96, 23, 0.00001780, 63.92, 64, 1.02, 0.34
85, 0.00034361, 66.56, 43, 0.00058053, 138.08, 100, 0.59, 0.48
86, 0.00004560, 49.45, 45, 0.00004774, 142.63, 100, 0.96, 0.35
87, 0.00057379, 59.60, 38, 0.00100025, 159.41, 100, 0.57, 0.37
88, 0.00037186, 58.86, 45, 0.00069782, 273.59, 100, 0.53, 0.22
89, 0.00021867, 100.02, 53, 0.00173158, 258.82, 100, 0.13, 0.39
90, 0.00042466, 57.96, 43, 0.00048822, 138.91, 100, 0.87, 0.42
91, 0.00008214, 75.65, 67, 0.00112435, 189.55, 100, 0.07, 0.40
92, 0.00028661, 67.93, 45, 0.00120325, 135.04, 100, 0.24, 0.50
93, 0.00021491, 62.12, 39, 0.00115063, 121.32, 100, 0.19, 0.51
94, 0.00015808, 78.05, 57, 0.00067652, 136.97, 100, 0.23, 0.57
95, 0.00002447, 60.27, 53, 0.00002747, 205.86, 100, 0.89, 0.29
96, 0.00009200, 78.37, 57, 0.00049962, 159.59, 100, 0.18, 0.49
