BENCH: densenet201
layer, droplet-300 exec, droplet-300 tuning, droplet-300 trials, grid-300 exec, grid-300 tuning, grid-300 trials, exec speedup, tuning speedup
85, 0.00015628, 50.58, 43, 0.00044457, 101.34, 100, 0.35, 0.50
86, 0.00016482, 49.53, 36, 0.00026441, 100.13, 100, 0.62, 0.49
87, 0.00024931, 61.20, 55, 0.00080101, 102.07, 100, 0.31, 0.60
88, 0.00007596, 68.56, 60, 0.00022641, 100.28, 100, 0.34, 0.68
89, 0.00065724, 18.44, 18, 0.00118795, 100.93, 100, 0.55, 0.18
90, 0.00013302, 88.46, 57, 0.00035088, 100.53, 100, 0.38, 0.88
91, 0.00017681, 89.21, 68, 0.00050746, 100.72, 100, 0.35, 0.89
92, 0.00038661, 71.88, 43, 0.00068535, 101.03, 100, 0.56, 0.71
93, 0.00109097, 43.87, 43, 0.00422479, 115.85, 100, 0.26, 0.38
94, 0.00010691, 68.84, 43, 0.00034338, 103.51, 100, 0.31, 0.67
95, 0.00062266, 64.92, 43, 0.00115154, 101.78, 100, 0.54, 0.64
96, 0.00010215, 54.27, 48, 0.00036538, 100.58, 100, 0.28, 0.54
97, 0.00053004, 51.88, 43, 0.00149437, 102.39, 100, 0.35, 0.51
98, 0.00002355, 7.99, 9, 0.00001825, 64.47, 64, 1.29, 0.12
99, 0.00059587, 60.42, 43, 0.00108753, 101.79, 100, 0.55, 0.59
100, 0.00022610, 64.54, 43, 0.00099368, 105.82, 100, 0.23, 0.61
101, 0.00081253, 61.41, 43, 0.00199556, 103.64, 100, 0.41, 0.59
102, 0.00015941, 55.65, 38, 0.00053205, 101.57, 100, 0.30, 0.55
103, 0.00030747, 44.56, 43, 0.00052001, 103.59, 100, 0.59, 0.43
104, 0.00059715, 46.91, 43, 0.00127385, 102.08, 100, 0.47, 0.46
105, 0.00043330, 59.04, 38, 0.00102371, 101.65, 100, 0.42, 0.58
106, 0.00006985, 65.63, 53, 0.00019353, 100.09, 100, 0.36, 0.66
107, 0.00016618, 43.85, 43, 0.00032497, 100.57, 100, 0.51, 0.44
108, 0.00038068, 81.60, 53, 0.00106674, 101.78, 100, 0.36, 0.80
109, 0.00031936, 65.48, 43, 0.00064930, 101.52, 100, 0.49, 0.64
110, 0.00027464, 115.68, 43, 0.00056047, 101.24, 100, 0.49, 1.14
111, 0.00002956, 56.98, 36, 0.00006950, 106.20, 100, 0.43, 0.54
112, 0.00038170, 46.00, 42, 0.00154149, 102.52, 100, 0.25, 0.45
