BENCH: inception_v3
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
23, 0.00002544, 0.00000000, 10.94, 377.29, 11, 0.00002544, 0.00000000, 366.35, 50, 0.00001977, 0.00000000, 937.84, 128, 1.00, 0.78, 0.97, 2.49, 0.00000000
24, 0.00001473, 0.00000004, 13.20, 379.55, 15, 0.00001473, 0.00000004, 366.35, 50, 0.00000786, 0.00000000, 937.84, 128, 1.00, 0.53, 0.97, 2.47, 0.00000000
25, 0.00001750, 0.00000000, 18.62, 384.96, 11, 0.00001750, 0.00000000, 366.35, 50, 0.00001210, 0.00000000, 937.84, 128, 1.00, 0.69, 0.95, 2.44, 0.00000000
26, 0.00000288, 0.00000000, 6.68, 373.03, 2, 0.00000288, 0.00000000, 366.35, 50, 0.00000288, 0.00000000, 468.92, 64, 1.00, 1.00, 0.98, 1.26, 1.00000000
27, 0.00000590, 0.00000000, 11.99, 378.33, 11, 0.00000590, 0.00000000, 366.35, 50, 0.00000590, 0.00000000, 468.92, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
28, 0.00000634, 0.00000000, 13.10, 379.44, 11, 0.00000634, 0.00000000, 366.35, 50, 0.00000634, 0.00000000, 468.92, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
29, 0.00000305, 0.00000000, 11.20, 377.55, 11, 0.00000305, 0.00000000, 366.35, 50, 0.00000305, 0.00000000, 468.92, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
30, 0.00003929, 0.00000000, 22.61, 388.96, 11, 0.00003929, 0.00000000, 366.35, 50, 0.00002214, 0.00000003, 2813.53, 384, 1.00, 0.56, 0.94, 7.23, 0.00000000
31, 0.00000415, 0.00000000, 10.47, 376.81, 12, 0.00000415, 0.00000000, 366.35, 50, 0.00000415, 0.00000000, 468.92, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
32, 0.00005717, 0.00000014, 22.45, 388.79, 11, 0.00005717, 0.00000014, 366.35, 50, 0.00003608, 0.00000001, 2813.53, 384, 1.00, 0.63, 0.94, 7.24, 0.00000000
33, 0.00000858, 0.00000001, 13.98, 380.33, 15, 0.00000858, 0.00000001, 366.35, 50, 0.00000858, 0.00000001, 468.92, 64, 1.00, 1.00, 0.96, 1.23, 1.00000000
34, 0.00002162, 0.00000016, 30.12, 396.47, 38, 0.00002319, 0.00000001, 366.35, 50, 0.00001072, 0.00000000, 937.84, 128, 1.07, 0.50, 0.92, 2.37, 0.00000007
35, 0.00002492, 0.00000000, 13.36, 379.70, 11, 0.00002492, 0.00000000, 366.35, 50, 0.00001289, 0.00000001, 2344.61, 320, 1.00, 0.52, 0.96, 6.17, 0.00000000
36, 0.00004876, 0.00000000, 13.23, 379.57, 11, 0.00004876, 0.00000000, 366.35, 50, 0.00001818, 0.00000000, 937.84, 128, 1.00, 0.37, 0.97, 2.47, 0.00000000
